# CDS alignment filter
# PYTHON VERSION: 3.9.12
# Script call:    06_aln_filter.py -i ../../04-Phylo/morphometrics-coding-bonsai/morpho-coding-nt-aln/ -f 175 -o ../../04-Phylo/morphometrics-coding-bonsai/morpho-coding-nt-aln-stats/ --count
# Runtime:        08/27/2022 19:56:07
# ----------------
# IO OPTIONS
# Input CDS directory:    /mnt/beegfs/gt156213e/murinae-seq/04-Phylo/morphometrics-coding-bonsai/morpho-coding-nt-aln
# Sequence gappiness threshold:20
# Codon site gappiness threshold:50
# Output directory:       /mnt/beegfs/gt156213e/murinae-seq/04-Phylo/morphometrics-coding-bonsai/morpho-coding-nt-aln-stats-f175-seq20-site50
# --count set:            Will not output sequences.
# Log file:               /mnt/beegfs/gt156213e/murinae-seq/04-Phylo/morphometrics-coding-bonsai/morpho-coding-nt-aln-stats-f175-seq20-site50/aln-stats-f175-seq20-site50.tab
# ----------------
# 08.27.2022 | 19:56:07 Beginning filter.
align	pre num seqs	pre codon aln length	pre avg nongap length	pre uniq seqs	pre ident seqs	pre gappy seqs	pre invariant sites	pre variant sites	pre informative sites	pre stop codons	pre percent sites with gap	pre gappy sites
ENSMUSP00000121612-mafft-cds.filter.fa	144	816	796.6458333333334	144	0	0	22447	95057	NA	0	380	376
ENSMUSP00000119655-mafft-cds.filter.fa	162	44	42.99382716049383	41	12	0	2480	4648	NA	0	1	0
ENSMUSP00000120964-mafft-cds.filter.fa	64	139	137.859375	54	4	0	5432	3464	NA	0	1	0
ENSMUSP00000153409-mafft-cds.filter.fa	148	318	301.6283783783784	148	0	0	11695	35369	NA	0	150	150
ENSMUSP00000127853-mafft-cds.filter.fa	135	73	72.86666666666666	104	13	0	2934	6921	NA	0	8	8
ENSMUSP00000118373-mafft-cds.filter.fa	149	22	21.71812080536913	52	18	0	1061	2217	NA	0	1	1
ENSMUSP00000133147-mafft-cds.filter.fa	144	54	54.0	22	16	0	5701	2075	NA	0	0	0
ENSMUSP00000121717-mafft-cds.filter.fa	121	170	168.37190082644628	119	1	0	4527	16043	NA	0	19	18
ENSMUSP00000116609-mafft-cds.filter.fa	153	308	300.01960784313724	153	0	0	8597	38527	NA	0	183	182
ENSMUSP00000118619-mafft-cds.filter.fa	143	58	57.85314685314685	106	11	0	1875	6419	NA	0	7	7
ENSMUSP00000116746-mafft-cds.filter.fa	143	83	82.5104895104895	112	12	0	3490	8379	NA	0	2	2
ENSMUSP00000114381-mafft-cds.filter.fa	131	179	165.0	127	2	0	5721	17728	NA	0	56	56
ENSMUSP00000119535-mafft-cds.filter.fa	147	93	92.62585034013605	129	8	0	2505	11166	NA	0	11	11
ENSMUSP00000119715-mafft-cds.filter.fa	55	332	292.05454545454546	53	1	0	13372	4888	NA	0	81	44
ENSMUSP00000122930-mafft-cds.filter.fa	160	118	117.41875	132	7	0	2221	16659	NA	0	19	19
ENSMUSP00000116687-mafft-cds.filter.fa	58	309	304.9310344827586	58	0	0	8110	9812	NA	0	28	26
ENSMUSP00000114256-mafft-cds.filter.fa	143	468	454.2097902097902	141	1	0	12517	54407	NA	0	247	246
ENSMUSP00000124951-mafft-cds.filter.fa	85	215	208.2941176470588	81	2	0	7578	10697	NA	0	38	37
ENSMUSP00000127034-mafft-cds.filter.fa	140	382	367.00714285714287	140	0	0	6310	47170	NA	0	176	167
ENSMUSP00000127782-mafft-cds.filter.fa	160	208	205.35625	154	3	0	8660	24620	NA	0	8	6
ENSMUSP00000132918-mafft-cds.filter.fa	162	442	438.2716049382716	159	1	0	19823	51781	NA	0	70	68
ENSMUSP00000129919-mafft-cds.filter.fa	164	262	258.3475609756098	145	9	0	15511	27457	NA	0	54	52
ENSMUSP00000130685-mafft-cds.filter.fa	81	688	615.3086419753087	81	0	0	12953	42775	NA	0	298	285
ENSMUSP00000127778-mafft-cds.filter.fa	152	484	466.3881578947368	152	0	0	11736	61832	NA	0	305	304
ENSMUSP00000129269-mafft-cds.filter.fa	119	608	546.4873949579832	119	0	0	11074	61278	NA	0	338	338
ENSMUSP00000126902-mafft-cds.filter.fa	147	688	638.265306122449	147	0	0	12619	88517	NA	0	583	580
ENSMUSP00000130924-mafft-cds.filter.fa	130	240	239.46153846153845	130	0	0	8753	22447	NA	0	21	21
ENSMUSP00000131174-mafft-cds.filter.fa	145	229	223.72413793103448	141	2	0	7500	25705	NA	0	116	116
ENSMUSP00000127566-mafft-cds.filter.fa	152	103	102.96710526315789	130	8	0	4280	11376	NA	0	0	0
ENSMUSP00000133155-mafft-cds.filter.fa	80	771	699.05	80	0	0	22394	39286	NA	0	175	111
ENSMUSP00000127801-mafft-cds.filter.fa	137	637	606.3941605839416	137	0	0	20317	66952	NA	0	362	358
ENSMUSP00000133281-mafft-cds.filter.fa	147	85	84.85714285714286	77	11	0	6877	5618	NA	0	4	4
ENSMUSP00000135292-mafft-cds.filter.fa	137	87	86.75182481751825	118	7	0	3068	8851	NA	0	8	8
ENSMUSP00000136118-mafft-cds.filter.fa	156	317	311.81410256410254	156	0	0	11880	37572	NA	0	87	87
ENSMUSP00000137972-mafft-cds.filter.fa	109	149	146.0	95	6	0	6884	9357	NA	0	3	0
ENSMUSP00000144055-mafft-cds.filter.fa	97	896	844.6082474226804	97	0	0	23743	63169	NA	0	443	439
ENSMUSP00000145585-mafft-cds.filter.fa	151	2254	2173.933774834437	151	0	0	50094	290260	NA	0	1638	1637
ENSMUSP00000147249-mafft-cds.filter.fa	95	198	197.09473684210528	95	0	0	4575	14235	NA	0	17	17
ENSMUSP00000146922-mafft-cds.filter.fa	142	362	342.98591549295776	139	1	0	7414	43990	NA	0	250	249
ENSMUSP00000147009-mafft-cds.filter.fa	136	221	215.86764705882354	134	1	0	8806	21250	NA	0	34	32
ENSMUSP00000155973-mafft-cds.filter.fa	136	595	562.7279411764706	136	0	0	24697	56223	NA	0	259	259
ENSMUSP00000158789-mafft-cds.filter.fa	158	838	810.5316455696203	158	0	0	23310	109094	NA	0	577	573
ENSMUSP00000158795-mafft-cds.filter.fa	153	5566	5336.490196078431	153	0	0	108931	742667	NA	0	4057	4034
ENSMUSP00000001253-mafft-cds.filter.fa	150	390	381.47333333333336	150	0	0	10001	48499	NA	0	313	313
ENSMUSP00000001672-mafft-cds.filter.fa	152	334	325.36842105263156	150	1	0	10248	40520	NA	0	205	205
ENSMUSP00000001780-mafft-cds.filter.fa	121	410	386.2892561983471	121	0	0	8092	41518	NA	0	328	327
ENSMUSP00000002073-mafft-cds.filter.fa	138	800	757.8333333333334	138	0	0	12752	97648	NA	0	676	675
ENSMUSP00000002640-mafft-cds.filter.fa	148	441	407.0743243243243	148	0	0	10374	54894	NA	0	326	326
ENSMUSP00000002765-mafft-cds.filter.fa	115	669	611.3217391304348	115	0	0	11225	65710	NA	0	544	542
ENSMUSP00000003079-mafft-cds.filter.fa	24	287	253.25	24	0	0	4302	2586	NA	0	76	48
ENSMUSP00000003687-mafft-cds.filter.fa	142	205	201.61971830985917	136	3	0	8073	21037	NA	0	55	54
ENSMUSP00000005798-mafft-cds.filter.fa	70	294	261.01428571428573	70	0	0	5716	14864	NA	0	149	142
ENSMUSP00000009099-mafft-cds.filter.fa	70	626	535.3571428571429	70	0	0	17136	26684	NA	0	297	277
ENSMUSP00000008966-mafft-cds.filter.fa	163	72	70.920245398773	134	11	0	2887	8849	NA	0	1	0
ENSMUSP00000011302-mafft-cds.filter.fa	129	321	316.3643410852713	129	0	0	11152	30257	NA	0	51	50
ENSMUSP00000011315-mafft-cds.filter.fa	128	227	219.640625	125	1	0	6632	22424	NA	0	101	100
ENSMUSP00000013130-mafft-cds.filter.fa	122	544	503.0245901639344	122	0	0	16040	50328	NA	0	414	411
ENSMUSP00000015049-mafft-cds.filter.fa	150	72	71.91333333333333	110	10	0	3171	7629	NA	0	0	0
ENSMUSP00000018851-mafft-cds.filter.fa	155	4152	4007.4387096774194	155	0	0	94876	548684	NA	0	2679	2671
ENSMUSP00000019378-mafft-cds.filter.fa	113	1088	1015.6637168141593	113	0	0	22940	100004	NA	0	402	395
ENSMUSP00000019862-mafft-cds.filter.fa	134	184	183.7462686567164	134	0	0	4791	19865	NA	0	4	4
ENSMUSP00000020856-mafft-cds.filter.fa	76	370	319.6842105263158	76	0	0	6297	21823	NA	0	263	241
ENSMUSP00000020884-mafft-cds.filter.fa	113	280	263.3628318584071	113	0	0	12216	19424	NA	0	66	65
ENSMUSP00000020886-mafft-cds.filter.fa	138	265	261.1231884057971	134	2	0	10012	26558	NA	0	139	138
ENSMUSP00000020896-mafft-cds.filter.fa	145	80	79.98620689655172	108	12	0	4176	7424	NA	0	0	0
ENSMUSP00000020904-mafft-cds.filter.fa	155	1218	1153.4193548387098	155	0	0	43133	145657	NA	0	591	588
ENSMUSP00000020931-mafft-cds.filter.fa	154	981	953.4285714285714	154	0	0	29782	121292	NA	0	695	695
ENSMUSP00000020927-mafft-cds.filter.fa	133	170	167.69172932330827	129	2	0	5631	16979	NA	0	12	10
ENSMUSP00000020957-mafft-cds.filter.fa	148	61	57.74324324324324	126	6	0	1572	7456	NA	0	7	4
ENSMUSP00000020958-mafft-cds.filter.fa	140	583	560.8214285714286	140	0	0	22119	59501	NA	0	263	263
ENSMUSP00000020959-mafft-cds.filter.fa	156	32	31.993589743589745	72	21	0	1287	3705	NA	0	0	0
ENSMUSP00000020962-mafft-cds.filter.fa	138	76	75.73913043478261	104	12	0	2459	8029	NA	0	8	8
ENSMUSP00000020967-mafft-cds.filter.fa	158	81	80.89240506329114	111	17	0	4638	8160	NA	0	2	2
ENSMUSP00000020969-mafft-cds.filter.fa	148	143	142.22297297297297	139	4	0	5093	16071	NA	0	20	20
ENSMUSP00000020971-mafft-cds.filter.fa	120	172	159.33333333333334	115	2	0	7965	12675	NA	0	70	70
ENSMUSP00000020977-mafft-cds.filter.fa	145	153	152.1103448275862	135	5	0	4844	17341	NA	0	21	21
ENSMUSP00000020982-mafft-cds.filter.fa	153	393	385.52287581699346	153	0	0	13575	46554	NA	0	93	89
ENSMUSP00000020991-mafft-cds.filter.fa	141	613	579.9574468085107	141	0	0	16023	70410	NA	0	393	387
ENSMUSP00000020997-mafft-cds.filter.fa	139	196	195.6043165467626	129	5	0	9685	17559	NA	0	22	22
ENSMUSP00000021001-mafft-cds.filter.fa	136	110	109.95588235294117	84	18	0	6207	8753	NA	0	0	0
ENSMUSP00000021335-mafft-cds.filter.fa	127	305	301.06299212598424	120	2	0	13138	25597	NA	0	75	74
ENSMUSP00000021005-mafft-cds.filter.fa	135	634	608.325925925926	135	0	0	11715	73875	NA	0	414	414
ENSMUSP00000021338-mafft-cds.filter.fa	152	66	65.0592105263158	87	19	0	3001	7031	NA	0	2	1
ENSMUSP00000021345-mafft-cds.filter.fa	136	260	238.9191176470588	134	1	0	7737	27623	NA	0	99	94
ENSMUSP00000021347-mafft-cds.filter.fa	130	301	298.2769230769231	128	1	0	11580	27550	NA	0	78	77
ENSMUSP00000021362-mafft-cds.filter.fa	143	217	215.26573426573427	131	5	0	10505	20526	NA	0	42	42
ENSMUSP00000021370-mafft-cds.filter.fa	151	200	197.47682119205297	146	2	0	8050	22150	NA	0	46	46
ENSMUSP00000021377-mafft-cds.filter.fa	51	287	246.92156862745097	51	0	0	5876	8761	NA	0	149	125
ENSMUSP00000021375-mafft-cds.filter.fa	120	673	619.4083333333333	120	0	0	11545	69215	NA	0	494	493
ENSMUSP00000021379-mafft-cds.filter.fa	66	219	183.74242424242425	62	2	0	8553	5901	NA	0	40	5
ENSMUSP00000021380-mafft-cds.filter.fa	155	28	27.954838709677418	33	10	0	1689	2651	NA	0	0	0
ENSMUSP00000021381-mafft-cds.filter.fa	139	683	664.1654676258993	139	0	0	28940	65997	NA	0	319	311
ENSMUSP00000021390-mafft-cds.filter.fa	136	233	226.64705882352942	132	2	0	7831	23857	NA	0	97	96
ENSMUSP00000021410-mafft-cds.filter.fa	155	244	242.0774193548387	143	5	0	13248	24572	NA	0	54	53
ENSMUSP00000021406-mafft-cds.filter.fa	131	78	77.96946564885496	110	7	0	2596	7622	NA	0	0	0
ENSMUSP00000021416-mafft-cds.filter.fa	154	216	210.66883116883116	147	3	0	9790	23474	NA	0	45	43
ENSMUSP00000021423-mafft-cds.filter.fa	153	51	50.90196078431372	110	15	0	1874	5929	NA	0	3	3
ENSMUSP00000021424-mafft-cds.filter.fa	137	355	337.036496350365	137	0	0	11065	37570	NA	0	206	206
ENSMUSP00000021425-mafft-cds.filter.fa	103	302	281.9514563106796	103	0	0	8493	22613	NA	0	125	124
ENSMUSP00000021428-mafft-cds.filter.fa	112	412	392.49107142857144	112	0	0	5357	40787	NA	0	100	93
ENSMUSP00000021438-mafft-cds.filter.fa	161	126	124.31055900621118	71	22	0	10441	9845	NA	0	48	48
ENSMUSP00000021447-mafft-cds.filter.fa	31	346	291.0	31	0	0	8170	2556	NA	0	55	0
ENSMUSP00000021458-mafft-cds.filter.fa	150	1893	1755.52	150	0	0	44480	239470	NA	0	1283	1281
ENSMUSP00000021459-mafft-cds.filter.fa	134	52	52.0	76	12	0	2995	3973	NA	0	0	0
ENSMUSP00000021466-mafft-cds.filter.fa	132	386	373.6136363636364	132	0	0	13699	37253	NA	0	62	60
ENSMUSP00000021467-mafft-cds.filter.fa	151	287	281.79470198675494	151	0	0	8748	34589	NA	0	81	78
ENSMUSP00000021471-mafft-cds.filter.fa	155	93	92.95483870967742	113	12	0	4316	10099	NA	0	3	3
ENSMUSP00000021479-mafft-cds.filter.fa	154	259	252.43506493506493	152	1	0	8900	30986	NA	0	145	143
ENSMUSP00000021513-mafft-cds.filter.fa	163	53	51.0	89	15	0	4038	4601	NA	0	3	1
ENSMUSP00000021514-mafft-cds.filter.fa	155	374	361.8	151	2	0	9597	48373	NA	0	155	150
ENSMUSP00000021519-mafft-cds.filter.fa	53	190	186.8490566037736	50	1	0	1310	8760	NA	0	56	56
ENSMUSP00000021523-mafft-cds.filter.fa	150	148	147.58666666666667	132	7	0	8046	14154	NA	0	24	24
ENSMUSP00000021527-mafft-cds.filter.fa	79	572	561.5316455696203	79	0	0	13445	31743	NA	0	183	182
ENSMUSP00000021532-mafft-cds.filter.fa	138	100	99.77536231884058	131	3	0	2526	11274	NA	0	6	6
ENSMUSP00000021536-mafft-cds.filter.fa	155	64	64.0	73	13	0	4445	5475	NA	0	0	0
ENSMUSP00000021539-mafft-cds.filter.fa	155	274	264.9290322580645	155	0	0	8486	33984	NA	0	135	133
ENSMUSP00000021544-mafft-cds.filter.fa	154	149	148.96103896103895	132	8	0	7576	15370	NA	0	0	0
ENSMUSP00000021547-mafft-cds.filter.fa	151	1678	1577.8741721854306	151	0	0	27281	226097	NA	0	1287	1282
ENSMUSP00000021548-mafft-cds.filter.fa	120	157	156.875	120	0	0	5425	13415	NA	0	1	1
ENSMUSP00000021550-mafft-cds.filter.fa	116	279	260.37931034482756	114	1	0	7833	24531	NA	0	90	89
ENSMUSP00000021592-mafft-cds.filter.fa	131	263	247.25190839694656	131	0	0	3591	30862	NA	0	209	206
ENSMUSP00000021595-mafft-cds.filter.fa	141	404	387.0354609929078	141	0	0	7679	49285	NA	0	265	260
ENSMUSP00000021596-mafft-cds.filter.fa	145	764	738.3862068965517	145	0	0	12023	98757	NA	0	534	534
ENSMUSP00000021603-mafft-cds.filter.fa	137	268	262.1021897810219	135	1	0	12581	24135	NA	0	79	79
ENSMUSP00000021605-mafft-cds.filter.fa	140	1500	1442.607142857143	140	0	0	34451	175549	NA	0	797	789
ENSMUSP00000021606-mafft-cds.filter.fa	141	208	203.40425531914894	126	7	0	9008	20320	NA	0	86	86
ENSMUSP00000021607-mafft-cds.filter.fa	133	173	170.81203007518798	133	0	0	6896	16113	NA	0	5	3
ENSMUSP00000021610-mafft-cds.filter.fa	92	154	149.15217391304347	92	0	0	4092	10076	NA	0	16	12
ENSMUSP00000021631-mafft-cds.filter.fa	156	527	508.53846153846155	156	0	0	13856	68356	NA	0	363	363
ENSMUSP00000021645-mafft-cds.filter.fa	144	241	237.68055555555554	144	0	0	9253	25451	NA	0	66	65
ENSMUSP00000021652-mafft-cds.filter.fa	154	69	66.87662337662337	125	5	0	2155	8471	NA	0	6	4
ENSMUSP00000021665-mafft-cds.filter.fa	97	127	126.0	93	2	0	5650	6669	NA	0	1	0
ENSMUSP00000021666-mafft-cds.filter.fa	131	348	331.381679389313	131	0	0	7325	38263	NA	0	201	200
ENSMUSP00000021668-mafft-cds.filter.fa	158	57	56.78481012658228	133	12	0	1562	7444	NA	0	2	2
ENSMUSP00000021669-mafft-cds.filter.fa	116	103	102.76724137931035	112	2	0	2339	9609	NA	0	10	10
ENSMUSP00000021674-mafft-cds.filter.fa	130	381	357.5769230769231	130	0	0	14606	34924	NA	0	101	100
ENSMUSP00000021676-mafft-cds.filter.fa	121	93	92.88429752066116	103	6	0	4496	6757	NA	0	0	0
ENSMUSP00000021681-mafft-cds.filter.fa	61	314	296.7704918032787	61	0	0	9347	9807	NA	0	97	89
ENSMUSP00000021684-mafft-cds.filter.fa	149	89	89.0	111	10	0	5473	7788	NA	0	0	0
ENSMUSP00000021682-mafft-cds.filter.fa	152	409	403.7894736842105	148	2	0	12520	49648	NA	0	177	176
ENSMUSP00000021685-mafft-cds.filter.fa	161	375	369.7826086956522	159	1	0	10610	49765	NA	0	101	101
ENSMUSP00000021689-mafft-cds.filter.fa	152	197	192.625	137	6	0	10286	19658	NA	0	63	63
ENSMUSP00000021692-mafft-cds.filter.fa	163	126	124.58895705521472	98	19	0	3450	17088	NA	0	20	20
ENSMUSP00000021706-mafft-cds.filter.fa	155	161	159.73548387096776	151	2	0	4695	20260	NA	0	39	39
ENSMUSP00000021707-mafft-cds.filter.fa	119	107	105.09243697478992	115	2	0	3496	9237	NA	0	13	12
ENSMUSP00000026360-mafft-cds.filter.fa	159	537	526.5786163522013	159	0	1	16248	69135	NA	0	448	448
ENSMUSP00000021715-mafft-cds.filter.fa	156	71	70.85897435897436	144	6	0	2016	9060	NA	0	5	5
ENSMUSP00000021726-mafft-cds.filter.fa	131	217	206.3740458015267	131	0	0	8008	20419	NA	0	145	144
ENSMUSP00000046177-mafft-cds.filter.fa	100	682	630.55	100	0	0	14531	53669	NA	0	367	366
ENSMUSP00000026367-mafft-cds.filter.fa	154	696	687.1948051948052	154	0	0	33410	73774	NA	0	163	158
ENSMUSP00000044866-mafft-cds.filter.fa	156	1004	943.5576923076923	156	0	0	21416	135208	NA	0	867	864
ENSMUSP00000044797-mafft-cds.filter.fa	141	465	451.11347517730496	141	0	0	10869	54696	NA	0	333	332
ENSMUSP00000043742-mafft-cds.filter.fa	150	143	142.41333333333333	140	5	0	6039	15411	NA	0	15	15
ENSMUSP00000047387-mafft-cds.filter.fa	148	1336	1259.3513513513512	148	0	0	40424	157304	NA	0	911	910
ENSMUSP00000035761-mafft-cds.filter.fa	149	1609	1558.5906040268455	149	0	0	30948	208793	NA	0	1029	1027
ENSMUSP00000035260-mafft-cds.filter.fa	133	562	522.9323308270676	133	0	0	12337	62409	NA	0	439	438
ENSMUSP00000043049-mafft-cds.filter.fa	88	526	506.92045454545456	88	0	0	15403	30885	NA	0	87	73
ENSMUSP00000049460-mafft-cds.filter.fa	141	768	716.9219858156029	141	0	0	13976	94312	NA	0	560	557
ENSMUSP00000047334-mafft-cds.filter.fa	145	511	488.63448275862066	145	0	0	11293	62802	NA	0	337	336
ENSMUSP00000044292-mafft-cds.filter.fa	161	119	118.90683229813665	131	11	0	7150	12009	NA	0	0	0
ENSMUSP00000035569-mafft-cds.filter.fa	87	459	437.9080459770115	87	0	0	11153	28780	NA	0	236	235
ENSMUSP00000040706-mafft-cds.filter.fa	56	90	89.91071428571429	56	0	0	2088	2952	NA	0	1	1
ENSMUSP00000043115-mafft-cds.filter.fa	131	1051	975.8396946564885	131	0	0	13321	124360	NA	0	881	879
ENSMUSP00000037583-mafft-cds.filter.fa	138	104	103.0	115	9	0	4574	9778	NA	0	1	0
ENSMUSP00000043145-mafft-cds.filter.fa	134	126	124.17164179104478	130	2	0	4024	12860	NA	0	22	22
ENSMUSP00000049056-mafft-cds.filter.fa	150	408	396.5733333333333	144	3	0	9952	51248	NA	0	274	274
ENSMUSP00000037441-mafft-cds.filter.fa	150	1236	1168.4866666666667	150	0	0	26769	158631	NA	0	897	894
ENSMUSP00000039484-mafft-cds.filter.fa	127	231	214.91338582677164	125	1	0	7235	22102	NA	0	107	107
ENSMUSP00000048363-mafft-cds.filter.fa	127	255	234.21259842519686	119	4	0	7672	24713	NA	0	111	110
ENSMUSP00000042565-mafft-cds.filter.fa	115	1021	930.1478260869566	115	0	0	17501	99914	NA	0	686	682
ENSMUSP00000043676-mafft-cds.filter.fa	160	1578	1529.76875	160	0	0	46784	205696	NA	0	890	885
ENSMUSP00000049212-mafft-cds.filter.fa	105	48	47.95238095238095	82	7	0	1915	3125	NA	0	2	2
ENSMUSP00000046864-mafft-cds.filter.fa	160	878	852.73125	160	0	0	31267	109213	NA	0	368	368
ENSMUSP00000035948-mafft-cds.filter.fa	159	266	262.8301886792453	145	6	0	11605	30689	NA	0	50	48
ENSMUSP00000048780-mafft-cds.filter.fa	158	611	598.8860759493671	158	0	0	30618	65920	NA	0	205	205
ENSMUSP00000036082-mafft-cds.filter.fa	147	1229	1167.1632653061224	147	0	0	17890	162773	NA	0	1015	1015
ENSMUSP00000042987-mafft-cds.filter.fa	152	418	398.8618421052632	150	1	0	13443	50093	NA	0	265	265
ENSMUSP00000036150-mafft-cds.filter.fa	162	229	228.9320987654321	155	3	0	11009	26089	NA	0	1	1
ENSMUSP00000045993-mafft-cds.filter.fa	119	462	454.8067226890756	119	0	0	16123	38855	NA	0	86	81
ENSMUSP00000045572-mafft-cds.filter.fa	145	298	292.17241379310343	145	0	0	5483	37727	NA	0	103	103
ENSMUSP00000035376-mafft-cds.filter.fa	126	346	342.63492063492066	124	1	0	14742	28854	NA	0	9	6
ENSMUSP00000039289-mafft-cds.filter.fa	39	201	177.3846153846154	35	2	0	4580	3259	NA	0	44	19
ENSMUSP00000040890-mafft-cds.filter.fa	117	692	640.2820512820513	117	0	0	16431	64533	NA	0	270	262
ENSMUSP00000047445-mafft-cds.filter.fa	70	692	559.7428571428571	70	0	0	21471	26969	NA	0	141	11
ENSMUSP00000045550-mafft-cds.filter.fa	157	315	307.9872611464968	155	1	0	9675	39780	NA	0	197	196
ENSMUSP00000035930-mafft-cds.filter.fa	142	258	249.88028169014083	138	2	0	9107	27529	NA	0	134	134
ENSMUSP00000035512-mafft-cds.filter.fa	140	855	805.6928571428572	140	0	0	16600	103100	NA	0	528	522
ENSMUSP00000046027-mafft-cds.filter.fa	117	151	150.94871794871796	108	4	0	6588	11079	NA	0	0	0
ENSMUSP00000041247-mafft-cds.filter.fa	143	156	155.86013986013987	132	5	0	7183	15125	NA	0	3	3
ENSMUSP00000035553-mafft-cds.filter.fa	153	104	103.77124183006536	143	5	0	4719	11193	NA	0	0	0
ENSMUSP00000047797-mafft-cds.filter.fa	149	701	680.7986577181208	149	0	0	10668	93781	NA	0	515	514
ENSMUSP00000036035-mafft-cds.filter.fa	156	253	247.65384615384616	152	2	0	11543	27925	NA	0	60	59
ENSMUSP00000041667-mafft-cds.filter.fa	154	710	677.3441558441558	154	0	0	23386	85954	NA	0	337	335
ENSMUSP00000045827-mafft-cds.filter.fa	139	309	298.1726618705036	139	0	0	6848	36103	NA	0	102	98
ENSMUSP00000038430-mafft-cds.filter.fa	159	626	620.5283018867924	157	1	0	25756	73778	NA	0	191	191
ENSMUSP00000035351-mafft-cds.filter.fa	134	206	201.63432835820896	134	0	0	4913	22691	NA	0	65	63
ENSMUSP00000055001-mafft-cds.filter.fa	150	185	182.31333333333333	150	0	0	6937	20813	NA	0	39	39
ENSMUSP00000057939-mafft-cds.filter.fa	157	86	85.96178343949045	130	9	0	2663	10839	NA	0	2	2
ENSMUSP00000054064-mafft-cds.filter.fa	137	371	367.7153284671533	137	0	0	20390	30437	NA	0	51	50
ENSMUSP00000053908-mafft-cds.filter.fa	134	831	798.320895522388	134	0	0	16945	94409	NA	0	462	461
ENSMUSP00000050881-mafft-cds.filter.fa	162	143	141.6172839506173	153	4	0	5272	17894	NA	0	28	28
ENSMUSP00000060346-mafft-cds.filter.fa	123	167	165.98373983739836	110	5	0	9088	11453	NA	0	2	1
ENSMUSP00000052755-mafft-cds.filter.fa	142	113	112.59859154929578	111	10	0	5181	10865	NA	0	20	20
ENSMUSP00000054462-mafft-cds.filter.fa	80	96	95.4	71	4	0	3116	4564	NA	0	2	2
ENSMUSP00000062464-mafft-cds.filter.fa	153	1007	948.9215686274509	153	0	0	20051	134020	NA	0	759	756
ENSMUSP00000056131-mafft-cds.filter.fa	83	67	66.24096385542168	81	1	0	354	5207	NA	0	11	11
ENSMUSP00000060771-mafft-cds.filter.fa	126	746	719.531746031746	126	0	0	19549	74447	NA	0	333	328
ENSMUSP00000052912-mafft-cds.filter.fa	148	365	346.77027027027026	148	0	0	11157	42863	NA	0	227	224
ENSMUSP00000056125-mafft-cds.filter.fa	149	432	431.8255033557047	147	1	0	25154	39214	NA	0	2	2
ENSMUSP00000052202-mafft-cds.filter.fa	151	257	250.81456953642385	149	1	0	7999	30808	NA	0	93	92
ENSMUSP00000059435-mafft-cds.filter.fa	155	278	273.5483870967742	149	3	0	18256	24834	NA	0	78	78
ENSMUSP00000058535-mafft-cds.filter.fa	139	258	244.10071942446044	137	1	0	5171	30691	NA	0	117	116
ENSMUSP00000054797-mafft-cds.filter.fa	150	748	710.1066666666667	150	0	0	20196	92004	NA	0	399	393
ENSMUSP00000051664-mafft-cds.filter.fa	88	435	431.8636363636364	88	0	0	9977	28303	NA	0	4	2
ENSMUSP00000057905-mafft-cds.filter.fa	132	443	438.40909090909093	130	1	0	22962	35514	NA	0	54	53
ENSMUSP00000058943-mafft-cds.filter.fa	98	618	610.4489795918367	98	0	0	17167	43397	NA	0	39	34
ENSMUSP00000068046-mafft-cds.filter.fa	138	213	206.78985507246378	134	1	0	7660	21734	NA	0	47	46
ENSMUSP00000067002-mafft-cds.filter.fa	145	303	292.60689655172416	145	0	0	8301	35634	NA	0	122	122
ENSMUSP00000069849-mafft-cds.filter.fa	131	184	181.06106870229007	129	1	0	7241	16863	NA	0	46	46
ENSMUSP00000063217-mafft-cds.filter.fa	128	697	635.859375	128	0	0	18129	71087	NA	0	410	409
ENSMUSP00000070407-mafft-cds.filter.fa	123	526	505.1951219512195	123	0	0	10611	54087	NA	0	192	184
ENSMUSP00000068258-mafft-cds.filter.fa	164	121	120.0	113	17	0	8453	11391	NA	0	1	0
ENSMUSP00000070382-mafft-cds.filter.fa	82	1469	1408.8902439024391	82	0	0	22550	97908	NA	0	613	608
ENSMUSP00000063999-mafft-cds.filter.fa	154	935	901.7077922077922	154	0	0	24845	119145	NA	0	678	677
ENSMUSP00000068148-mafft-cds.filter.fa	123	420	403.7479674796748	123	0	0	9635	42025	NA	0	399	399
ENSMUSP00000065613-mafft-cds.filter.fa	106	213	189.8490566037736	106	0	0	6968	15610	NA	0	68	68
ENSMUSP00000068904-mafft-cds.filter.fa	140	214	207.2	138	1	0	7808	22152	NA	0	117	115
ENSMUSP00000064046-mafft-cds.filter.fa	149	638	609.5302013422819	149	0	0	9692	85370	NA	0	509	506
ENSMUSP00000065987-mafft-cds.filter.fa	145	375	371.48275862068965	141	2	0	17996	36379	NA	0	90	90
ENSMUSP00000071214-mafft-cds.filter.fa	115	272	263.90434782608696	115	0	0	9919	21361	NA	0	43	37
ENSMUSP00000071231-mafft-cds.filter.fa	98	818	739.1632653061224	98	0	0	14215	65949	NA	0	577	575
ENSMUSP00000071624-mafft-cds.filter.fa	114	26	25.982456140350877	43	15	0	1154	1810	NA	0	1	1
