node,clade,node.type,branch.length,label,astral,gcf,scf,cS,cN,cA,mS,mN,mA,num.genes.full,num.genes.partial,num.genes.no.clade
336,Aethomys_hindei_MVZ196257;Aethomys_nyikae_FMNH196708;Arvicanthus_neumanni_FMNH158037;Arvicanthus_niloticus_MNHN1999201;Dasymys_incomtus_LSUMZ37702;Dasymys_montanus_FMNH144389;Grammomys_dryas_LSUMZ37716;Lemniscomys_striatus_TCD4711;Micaelemys_namaquensis_MNHN1987009;Mylomys_dybowskii_MNHN1997072;Pelomys_isseli_FMNH137886;Pelomys_minor_FMNH219213;Rhabdomys_pumilio_MNHN1995065;Thallomys_paedulcus_FMNH158089;Thamnomys_kempi_TCD4437;Thamnomys_venustus_LSUMZ37935,internal,0.1999985759,1/15.4/37.1,1,15.4,37.1,2092.0,1623.0,464.0,5.0,33.0,2.0,430,714,7189
335,Dephomys_defua_MNHNR24062;Stochomys_longicaudatus_MNHN1999459,internal,0.9202386656,1/68.6/58.5,1,68.6,58.5,29235.0,22808.0,4942.0,1485.0,485.0,7.0,3703,2174,2456
330,Aethomys_hindei_MVZ196257;Aethomys_nyikae_FMNH196708;Arvicanthus_neumanni_FMNH158037;Arvicanthus_niloticus_MNHN1999201;Dasymys_incomtus_LSUMZ37702;Dasymys_montanus_FMNH144389;Dephomys_defua_MNHNR24062;Grammomys_dryas_LSUMZ37716;Hybomys_lunaris_LSUMZ37734;Hybomys_planifrons_R24117;Hybomys_univittatus_TCD4026;Lemniscomys_striatus_TCD4711;Micaelemys_namaquensis_MNHN1987009;Mylomys_dybowskii_MNHN1997072;Oenomys_hypoxanthus_LSUMZ37838;Pelomys_isseli_FMNH137886;Pelomys_minor_FMNH219213;Rhabdomys_pumilio_MNHN1995065;Stochomys_longicaudatus_MNHN1999459;Thallomys_paedulcus_FMNH158089;Thamnomys_kempi_TCD4437;Thamnomys_venustus_LSUMZ37935,internal,1.085258536,1/58.6/53.2,1,58.6,53.2,18051.0,15159.0,2885.0,7.0,128.0,4.0,1155,3570,3608
331,Aethomys_hindei_MVZ196257;Aethomys_nyikae_FMNH196708;Arvicanthus_neumanni_FMNH158037;Arvicanthus_niloticus_MNHN1999201;Dasymys_incomtus_LSUMZ37702;Dasymys_montanus_FMNH144389;Dephomys_defua_MNHNR24062;Grammomys_dryas_LSUMZ37716;Hybomys_lunaris_LSUMZ37734;Hybomys_planifrons_R24117;Hybomys_univittatus_TCD4026;Lemniscomys_striatus_TCD4711;Micaelemys_namaquensis_MNHN1987009;Mylomys_dybowskii_MNHN1997072;Pelomys_isseli_FMNH137886;Pelomys_minor_FMNH219213;Rhabdomys_pumilio_MNHN1995065;Stochomys_longicaudatus_MNHN1999459;Thallomys_paedulcus_FMNH158089;Thamnomys_kempi_TCD4437;Thamnomys_venustus_LSUMZ37935,internal,0.0790955209,1/15.4/33.6,1,15.4,33.6,3276.0,2728.0,541.0,7.0,50.0,3.0,270,1122,6941
340,Grammomys_dryas_LSUMZ37716;Thallomys_paedulcus_FMNH158089;Thamnomys_kempi_TCD4437;Thamnomys_venustus_LSUMZ37935,internal,0.0259463314,0.92/15.5/34.5,0.92,15.5,34.5,4355.0,3476.0,802.0,77.0,83.0,0.0,808,751,6774
339,Aethomys_hindei_MVZ196257;Aethomys_nyikae_FMNH196708,internal,1.3149706614,1/73.2/64.9,1,73.2,64.9,31749.0,25464.0,5850.0,435.0,352.0,3.0,5187,807,2339
338,Aethomys_hindei_MVZ196257;Aethomys_nyikae_FMNH196708;Grammomys_dryas_LSUMZ37716;Thallomys_paedulcus_FMNH158089;Thamnomys_kempi_TCD4437;Thamnomys_venustus_LSUMZ37935,internal,0.364939479,1/25.9/40,1,25.9,40,5484.0,4370.0,1091.0,23.0,39.0,0.0,1339,746,6248
341,Grammomys_dryas_LSUMZ37716;Thamnomys_kempi_TCD4437;Thamnomys_venustus_LSUMZ37935,internal,0.4715947592,1/40.8/44.3,1,40.8,44.3,11189.0,8943.0,2079.0,167.0,129.0,0.0,2539,990,4804
342,Thamnomys_kempi_TCD4437;Thamnomys_venustus_LSUMZ37935,internal,0.7945469801,1/60.3/56,1,60.3,56,22309.0,18059.0,3625.0,625.0,278.0,3.0,3956,1158,3219
343,Arvicanthus_neumanni_FMNH158037;Arvicanthus_niloticus_MNHN1999201;Dasymys_incomtus_LSUMZ37702;Dasymys_montanus_FMNH144389;Lemniscomys_striatus_TCD4711;Mylomys_dybowskii_MNHN1997072;Pelomys_isseli_FMNH137886;Pelomys_minor_FMNH219213;Rhabdomys_pumilio_MNHN1995065,internal,0.3693874568,1/30.9/40.2,1,30.9,40.2,6542.0,5348.0,1192.0,2.0,49.0,2.0,1095,1411,5827
344,Dasymys_incomtus_LSUMZ37702;Dasymys_montanus_FMNH144389,internal,2.9178343713,1/93.8/96,1,93.8,96,77865.0,63977.0,13043.0,845.0,1139.0,19.0,6027,1390,916
345,Arvicanthus_neumanni_FMNH158037;Arvicanthus_niloticus_MNHN1999201;Lemniscomys_striatus_TCD4711;Mylomys_dybowskii_MNHN1997072;Pelomys_isseli_FMNH137886;Pelomys_minor_FMNH219213;Rhabdomys_pumilio_MNHN1995065,internal,1.5413434646,1/73.6/64.6,1,73.6,64.6,31935.0,26474.0,5428.0,33.0,248.0,1.0,2898,3117,2318
347,Mylomys_dybowskii_MNHN1997072;Pelomys_isseli_FMNH137886;Pelomys_minor_FMNH219213,internal,0.98598496,1/65.4/58.6,1,65.4,58.6,17736.0,14712.0,2852.0,172.0,140.0,4.0,3762,1589,2982
349,Arvicanthus_neumanni_FMNH158037;Arvicanthus_niloticus_MNHN1999201;Lemniscomys_striatus_TCD4711,internal,1.0684586717,1/69.4/60.3,1,69.4,60.3,25668.0,21053.0,4181.0,434.0,316.0,6.0,3457,2339,2537
346,Arvicanthus_neumanni_FMNH158037;Arvicanthus_niloticus_MNHN1999201;Lemniscomys_striatus_TCD4711;Mylomys_dybowskii_MNHN1997072;Pelomys_isseli_FMNH137886;Pelomys_minor_FMNH219213,internal,0.4036812336,1/45.6/42.8,1,45.6,42.8,12339.0,10284.0,2004.0,51.0,114.0,1.0,1957,2020,4356
348,Pelomys_isseli_FMNH137886;Pelomys_minor_FMNH219213,internal,1.1276281661,1/73.6/65.5,1,73.6,65.5,21065.0,17511.0,3237.0,317.0,222.0,4.0,5010,910,2413
350,Arvicanthus_neumanni_FMNH158037;Arvicanthus_niloticus_MNHN1999201,internal,1.6930748463,1/83.3/78.8,1,83.3,78.8,35258.0,28856.0,5643.0,759.0,470.0,13.0,4984,1705,1644
353,Colomys_goslingi_TCD4175;Heimyscus_fumosus_FMNH167810;Hylomyscus_stella_LSUMZ37742;Hylomyscus_vulcanorum_TCD4382;Mastomys_natalensis_T4162;mm10;Mus_caroli_10460X9;Mus_cervicolor_10460X10;Mus_cookii_10460X3;Mus_macedonicus_10460X12;Mus_minutoides_10460X2;Mus_musculoides_LSUMZ37820;Mus_musculus-castaneus_10460X7;Mus_musculus-domesticus_10460X15;Mus_musculus-musculus_10460X14;Mus_musculus-reference_10460X5;Mus_pahari_10460X1;Mus_platythrix_10460X13;Mus_spicilegus_10460X11;Mus_spretus_10460X4;Myomyscus_verreauxii_MNHN1999102;Praomys_degraaffi_TCD4312;Praomys_jacksoni_REC31;Zelotomys_woosnami_TTU-M115260,internal,0.4510519503,1/84.3/74,1,84.3,74,113.0,93.0,20.0,0.0,0.0,0.0,0,36,8297
352,Apodemus_sylvaticus_SMG3823;Malacomys_longipes_TCD4253,internal,0.2196446811,1/32.8/37.9,1,32.8,37.9,44332.0,34646.0,7340.0,2346.0,1469.0,20.0,1775,1957,4601
351,Apodemus_sylvaticus_SMG3823;Colomys_goslingi_TCD4175;Heimyscus_fumosus_FMNH167810;Hylomyscus_stella_LSUMZ37742;Hylomyscus_vulcanorum_TCD4382;Malacomys_longipes_TCD4253;Mastomys_natalensis_T4162;mm10;Mus_caroli_10460X9;Mus_cervicolor_10460X10;Mus_cookii_10460X3;Mus_macedonicus_10460X12;Mus_minutoides_10460X2;Mus_musculoides_LSUMZ37820;Mus_musculus-castaneus_10460X7;Mus_musculus-domesticus_10460X15;Mus_musculus-musculus_10460X14;Mus_musculus-reference_10460X5;Mus_pahari_10460X1;Mus_platythrix_10460X13;Mus_spicilegus_10460X11;Mus_spretus_10460X4;Myomyscus_verreauxii_MNHN1999102;Praomys_degraaffi_TCD4312;Praomys_jacksoni_REC31;Zelotomys_woosnami_TTU-M115260,internal,0.6485692565,1/40.4/40.1,1,40.4,40.1,139.0,115.0,24.0,0.0,0.0,0.0,0,42,8291
359,Colomys_goslingi_TCD4175;Zelotomys_woosnami_TTU-M115260,internal,0.9263978723,1/68.9/60.6,1,68.9,60.6,38734.0,21614.0,4599.0,12521.0,1973.0,29.0,0,6869,1464
357,Colomys_goslingi_TCD4175;Mastomys_natalensis_T4162;Myomyscus_verreauxii_MNHN1999102;Zelotomys_woosnami_TTU-M115260,internal,0.2769121752,1/37.8/39.5,1,37.8,39.5,3779.0,2893.0,612.0,274.0,101.0,2.0,0,927,7406
355,Colomys_goslingi_TCD4175;Mastomys_natalensis_T4162;Myomyscus_verreauxii_MNHN1999102;Praomys_degraaffi_TCD4312;Praomys_jacksoni_REC31;Zelotomys_woosnami_TTU-M115260,internal,0.669461102,1/53.3/48.6,1,53.3,48.6,2625.0,2031.0,498.0,96.0,62.0,1.0,0,762,7571
361,Hylomyscus_stella_LSUMZ37742;Hylomyscus_vulcanorum_TCD4382,internal,1.1887971512,1/75.9/64,1,75.9,64,28714.0,22415.0,4634.0,1665.0,437.0,6.0,4745,1475,2113
358,Colomys_goslingi_TCD4175;Myomyscus_verreauxii_MNHN1999102;Zelotomys_woosnami_TTU-M115260,internal,0.8789694589,1/62.4/54.8,1,62.4,54.8,12631.0,9129.0,1863.0,1639.0,400.0,7.0,0,2385,5948
360,Heimyscus_fumosus_FMNH167810;Hylomyscus_stella_LSUMZ37742;Hylomyscus_vulcanorum_TCD4382,internal,1.0439667256,1/68.8/58.8,1,68.8,58.8,21275.0,16972.0,3800.0,503.0,292.0,8.0,4052,1511,2770
364,Mus_minutoides_10460X2;Mus_musculoides_LSUMZ37820,internal,2.5425212627,1/92.7/87.7,1,92.7,87.7,71942.0,59234.0,11748.0,960.0,1118.0,21.0,5885,1532,916
354,Colomys_goslingi_TCD4175;Heimyscus_fumosus_FMNH167810;Hylomyscus_stella_LSUMZ37742;Hylomyscus_vulcanorum_TCD4382;Mastomys_natalensis_T4162;Myomyscus_verreauxii_MNHN1999102;Praomys_degraaffi_TCD4312;Praomys_jacksoni_REC31;Zelotomys_woosnami_TTU-M115260,internal,2.4876875761,1/86/78.3,1,86,78.3,8686.0,7230.0,1422.0,34.0,124.0,1.0,0,1060,7273
363,mm10;Mus_caroli_10460X9;Mus_cervicolor_10460X10;Mus_cookii_10460X3;Mus_macedonicus_10460X12;Mus_minutoides_10460X2;Mus_musculoides_LSUMZ37820;Mus_musculus-castaneus_10460X7;Mus_musculus-domesticus_10460X15;Mus_musculus-musculus_10460X14;Mus_musculus-reference_10460X5;Mus_platythrix_10460X13;Mus_spicilegus_10460X11;Mus_spretus_10460X4,internal,0.2527088412,1/36.1/41.7,1,36.1,41.7,1298.0,1092.0,206.0,0.0,19.0,0.0,0,193,8140
366,mm10;Mus_caroli_10460X9;Mus_cervicolor_10460X10;Mus_cookii_10460X3;Mus_macedonicus_10460X12;Mus_musculus-castaneus_10460X7;Mus_musculus-domesticus_10460X15;Mus_musculus-musculus_10460X14;Mus_musculus-reference_10460X5;Mus_spicilegus_10460X11;Mus_spretus_10460X4,internal,1.7311567402,1/77.3/78.3,1,77.3,78.3,1283.0,1112.0,171.0,0.0,8.0,0.0,0,254,8079
356,Praomys_degraaffi_TCD4312;Praomys_jacksoni_REC31,internal,1.5354809131,1/80.3/75.1,1,80.3,75.1,41588.0,31686.0,6575.0,3327.0,973.0,12.0,3884,2669,1780
365,mm10;Mus_caroli_10460X9;Mus_cervicolor_10460X10;Mus_cookii_10460X3;Mus_macedonicus_10460X12;Mus_musculus-castaneus_10460X7;Mus_musculus-domesticus_10460X15;Mus_musculus-musculus_10460X14;Mus_musculus-reference_10460X5;Mus_platythrix_10460X13;Mus_spicilegus_10460X11;Mus_spretus_10460X4,internal,0.2477784982,1/78.8/72.8,1,78.8,72.8,1270.0,1101.0,169.0,0.0,10.0,0.0,0,227,8106
371,Mus_macedonicus_10460X12;Mus_spicilegus_10460X11,internal,0.9203018035,1/62.5/65.7,1,62.5,65.7,13628.0,9297.0,1809.0,2522.0,536.0,5.0,2671,2459,3203
370,Mus_macedonicus_10460X12;Mus_spicilegus_10460X11;Mus_spretus_10460X4,internal,0.225357246,1/37.6/45.9,1,37.6,45.9,6473.0,4624.0,789.0,1060.0,246.0,3.0,1341,1743,5249
368,Mus_cervicolor_10460X10;Mus_cookii_10460X3,internal,0.7132476868,1/61.7/58.2,1,61.7,58.2,14154.0,11066.0,1981.0,1107.0,270.0,3.0,3780,1175,3378
369,mm10;Mus_macedonicus_10460X12;Mus_musculus-castaneus_10460X7;Mus_musculus-domesticus_10460X15;Mus_musculus-musculus_10460X14;Mus_musculus-reference_10460X5;Mus_spicilegus_10460X11;Mus_spretus_10460X4,internal,1.665000483,1/60.4/66.6,1,60.4,66.6,1424.0,1247.0,177.0,0.0,13.0,1.0,0,566,7767
373,Mus_musculus-castaneus_10460X7;Mus_musculus-musculus_10460X14;Mus_musculus-reference_10460X5,internal,0.5300831933,1/49.2/65.7,1,49.2,65.7,0,0,0,0,0,0,0,0,8333
367,Mus_caroli_10460X9;Mus_cervicolor_10460X10;Mus_cookii_10460X3,internal,0.6630723193,1/58.4/51.8,1,58.4,51.8,12103.0,9790.0,1915.0,398.0,149.0,2.0,3021,1626,3686
374,Mus_musculus-musculus_10460X14;Mus_musculus-reference_10460X5,internal,0.5423114712,1/49.7/55.7,1,49.7,55.7,0,0,0,0,0,0,0,0,8333
362,mm10;Mus_caroli_10460X9;Mus_cervicolor_10460X10;Mus_cookii_10460X3;Mus_macedonicus_10460X12;Mus_minutoides_10460X2;Mus_musculoides_LSUMZ37820;Mus_musculus-castaneus_10460X7;Mus_musculus-domesticus_10460X15;Mus_musculus-musculus_10460X14;Mus_musculus-reference_10460X5;Mus_pahari_10460X1;Mus_platythrix_10460X13;Mus_spicilegus_10460X11;Mus_spretus_10460X4,internal,2.2937394322,1/37.7/38.9,1,37.7,38.9,1551.0,1312.0,239.0,0.0,20.0,0.0,0,205,8128
372,mm10;Mus_musculus-castaneus_10460X7;Mus_musculus-domesticus_10460X15;Mus_musculus-musculus_10460X14;Mus_musculus-reference_10460X5,internal,0.9608772308,1/60.9/65,1,60.9,65,5062.0,4318.0,744.0,0.0,86.0,6.0,0,8333,0
375,mm10;Mus_musculus-domesticus_10460X15,internal,0.7981842885,,,NA,NA,5062.0,4318.0,744.0,0.0,86.0,6.0,0,8333,0
