,Taxon,states,Locomotor Mode Notes,Source (Author; Title; Year),Scoring_1,Locomotor type,Add. Notes,Geographic Region,Taxon_Loc1,Taxon_Loc2,Taxon_clade,Geo_1,Multiple_Geo,Total Length,Head/Body Length,Tail Length,TAIL_Index,Hind Foot Length,Ear Length,Adult.mass.g,Tail/Body ratio,HindFoot/Body ratio,litter size,Genus,Species,"Mass(from lit, not averages)",Sequence_data _NOT UPDATED
Melomys_rufescens,Melomys_rufescens,A,"largely arboreal, uses tail when climbing, nests above ground","Flannery, Mammals of New Guniea p.311 / Flannery, Mammals of the South-West Pacific & Moluccan Islands p. 145",1,,Syn. Melomys gracilis,"New Guinea and surrounding islands / New Britain, New Ireland ",3,,1,5,,273.3,136.3,137,0.501280644,27.2,13.8,64,1.00513573,0.199559795,2.1275,Melomys,rufescens,67.9,Y
Waiomys_mamasae,Waiomys_mamasae,SA,Semi-aquatic,"Rowe, Achmadi, Esselstyn 2014",2,,only a holotype,Sulawesi,2,,1,4,,288,129,159,0.552083333,36,11,64,1.23255814,0.279069767,NA,Waiomys,mamasae,64,Y
Limnomys_bryophilus,Limnomys_bryophilus,T,Caught on ground in runways,Rickart et al 2003 Limnomys,2,,,Philippines,1,,3,9,,300,130,170,0.566666667,32.6,22.3,64.1,1.307692308,0.250769231,NA,Limnomys,bryophilus,64.1,Y
Hapalomys_delacouri,Hapalomys_delacouri,A,Arboreal and inhabit tropical forest / Highly arboreal and probably restricted to bamboo habitats between 1200 and 1500 m,"Nowak, Walker's Mammals of the World fifth edition Volume 2 p. 770 / Smith and Xie, A Guide to the Mammals of China p. 261",1,,Locomotor Mode notes are general notes about the genus,"Indochina, Hainan/ China",,,,2,,279.5,129.5,150,0.53667263,23,14.5,64.3,1.158301158,0.177606178,NA,Hapalomys,delacouri,64.3,Y
Limnomys_sibuanus,Limnomys_sibuanus,C,"""was trapped on a wet, mossy growth of vegetation, on the left bank of a little stream which in its lower course becomes the Sibuan River, flowing from Mount Apo."" Its external form -longtail relative to length of head and body, long and slender hind feet, short and recurved claws, long digits, prominent palmar and plantar pads-point to a scansorial or possibly arboreal mode of life.","Nowak, Walker's Mammals of the World fifth edition Volume 2 p. 792 / Heaney and Musser, PHILIPPINE RODENTS:DEFINITIONS OF TARSOMYS AND LIMNOMYS PLUS A PRELIMINARY ASSESSMENT OF PHYLOGENETIC PATTERNS AMONG NATIVE PHILIPPINE MURINES (MURINAE, MURIDAE) p. 52",1,,,Philippines,1,,3,9,,283.5,127,156.5,0.552028219,29.5,21,64.3,1.232283465,0.232283465,NA,Limnomys,sibuanus,64.3,Y
Pseudomys_shortridgei,Pseudomys_shortridgei,T,Dependent on recently burnt areas / follow ephemeral fires,"Strahan, Complete Book of Australian Mammals p. 404 / Nowak, Walker's Mammals of the World fifth edition Volume 2 p. 820 / Van Dyck and Strahan, The Mammals of Australia 3rd edition / Watts Rodents of Australia",2,,,Australia,3,,1,6,,245,140,105,0.428571429,28,16,65,0.75,0.2,3,Pseudomys,shortridgei,70,Y
Pseudomys_higginsi,Pseudomys_higginsi,T,"Makes tunnels and runways beneath the deep moss-covered accumulation of forest debris. A blanket of snow may confine the animals below the surface for days or weeks at a time. / terrestrial in habit, but has been trapped in a banksia bush","Strahan, Complete Book of Australian Mammals p. 396 / Nowak, Walker's Mammals of the World fifth edition Volume 2 p. 820 / Van Dyck and Strahan, The Mammals of Australia 3rd edition / Watts Rodents of Australia",2,,,Australia/ Tasmania,3,,1,6,,295,133,162,0.549152542,35,25,65.08,1.218045113,0.263157895,2.765,Pseudomys,higginsi,67,Y
Margaretamys_beccarii,Margaretamys_beccarii,A,arboreal forest dwellers/ Small arboreal rat ,"Nowak, Walker's Mammals of the World fifth edition Volume 2 p. 779 /Musser 1981 p .277",1,,Locomotor mode notes are general for genus,northeastern and central Sulawesi,2,,5,4,,317,132,185,0.583596215,28,20,65.4,1.401515152,0.212121212,NA,Margaretamys,beccarii,65.4,Y
Maxomys_tajuddinii,Maxomys_tajuddinii,T,Elton Traits,"Achmadi et al., SYSTEMATIC AND DESCRIPTION OF NEW SPECIES OF MAXOMYS (MURIDAE) / IUCN map",,,,Indonesia,,,,3,,220.6,106.8,113.8,0.515865821,28.6,,66,1.065543071,0.267790262,NA,Maxomys,tajuddinii,,Y
Melomys_howi,Melomys_howi,T,individuals were observed in an area of about 5 m 2 for about one hour between 1200 - 1300 hrs feeding on seeds in the leaf litter beneath shrubs.,Kitchener and Suyanto 1996 Melomys howi,2,,,Riama Island,3,,1,4,,247,112,135,0.546558705,,,66,1.205357143,0,NA,Melomys,howi,66,N
Rattus_richardsoni,Rattus_richardsoni,T,"glacier rat, alpine scrub and gravel, above tree line","Flannery, Mammals of New Guniea p.343",2,,Syn. Stenomys richardsoni,New Guinea,3,,2,5,,263,127,136,0.517110266,33,24.2,66.945,1.070866142,0.25984252,2.15,Rattus,richardsoni,69.6,N
Millardia_meltada,Millardia_meltada,T,"Found in grasslands, swamps, broken rocky ground, and cultivated fields. Shelters in short burrows, stone heaps, and burrows of other rodents / poor burrower","Nowak, Walker's Mammals of the World fifth edition Volume 2 p. 829 / Menon, Mammals of India p.142 / MISHRA AND DHANDA 1975 Millardia / 2005 Rodent CAMP report",2,,,"Pakistan, India, Nepal, Sri Lanka",,,,1,,238,119.5,118.5,0.49789916,25,23,67.17,0.991631799,0.209205021,5.695,Millardia,meltada,70,Y
Thallomys_shortridgei,Thallomys_shortridgei,T,Habitat: Acacia thornveld and scrub,"Kingdon, Mammals of Africa p. 562",2,,,Africa,,,,8,,341.5,145,196.5,0.575402635,27.5,24,67.17,1.355172414,0.189655172,NA,Thallomys,shortridgei,67.17,N
Nesoromys_ceramicus,Nesoromys_ceramicus,T,trapped in heavy jungle' / the hindfeet are narrow,"Flannery, Mammals of the South-West Pacific & Moluccan Islands p. 169 / Nowak, Walker's Mammals of the World fifth edition Volume 2 p. 791",,,Syn. Stenomys ceramicus ,Seram ,3,,1,4,,275,135,140,0.509090909,30,18,67.38,1.037037037,0.222222222,NA,Nesoromys,ceramicus,67.38,N
Notomys_macrotis,Notomys_macrotis,T,Hopping mouse,"Strahan, Complete Book of Australian Mammals p. 434 / Van Dyck and Strahan, The Mammals of Australia 3rd edition / Watts Rodents of Autralia",2,,Known only from two damaged specimens,Australia,3,,1,6,,254,118,136,0.535433071,40,26,67.495,1.152542373,0.338983051,NA,Notomys,macrotis,45,N
Rattus_vandeuseni,Rattus_vandeuseni,T,"forest, no mention of  climbing","Flannery, Mammals of New Guniea p.344",2,,Syn. Stenomys vandeuseni,New Guinea,3,,2,5,,301,150.5,150.5,0.5,30.9,19.4,69.12,1,0.205315615,2.15,Rattus,vandeuseni,71,N
Niviventer_langbianis ,Niviventer_langbianis ,A,predominately arboreal,Musser 1981 p 239 / Balakirev et al 2011 Niviventer,1,,,,,,,2,,348,145,203,0.583333333,,,69.8,1.4,0,NA,Niviventer,langbianis,69.8,Y
Hapalomys_longicaudatus,Hapalomys_longicaudatus,A,Has been found on bamboo / skillful climber and appears to be strictly associated with bamboo,"Lekagul and McNeely, Mammals of Thailand p. 422 / Nowak, Walker's Mammals of the World fifth edition Volume 2 p. 770",1,,,"Thailand / southeastern Burma, Malay Peninsula, Vietnam",,,,2,,340.5,161.5,179,0.525697504,28,13,70,1.108359133,0.173374613,NA,Hapalomys,longicaudatus,70,N
Apomys_datae,Apomys_datae,T,"Forage on the ground/ evidently are terrestrial, some species may be scansorial ","Heany, The Mammals of Luzon Island pg. 145 / Nowak, Walker's Mammals of the World fifth edition Volume 2 p. 795",2,,second locomotor mode note general about genus,Philippines,1,,2,9,,276,150.7,135.8,0.492028986,35.8,21,70.44,0.901128069,0.237558062,NA,Apomys,datae,106,Y
Rattus_omichlodes,Rattus_omichlodes,T,"lives in alpine scrub, terrestrial","Flannery, Mammals of New Guniea p.340",2,,Syn. Stenomys omichlodes,New Guinea,3,,2,5,,233.9,134.8,99.1,0.423685336,28.5,19.8,70.91,0.735163205,0.211424332,NA,Rattus,omichlodes,71.8,N
Coryphomys_buehleri,Coryphomys_buehleri,T,Elton Traits,"Nowak, Walker's Mammals of the World fifth edition Volume 2 p. 813",,,known only from subfossil fragments from prehistoric deposits in lime stone caves,island of Timor in the East Indies,2,,NA,4,,,,,#DIV/0!,,,71.33,,#DIV/0!,NA,Coryphomys,buehleri,71.33,N
Madromys_blanfordi,Madromys_blanfordi,T,"Nocturnal, terrestrial, sometimes fossorial",2005 Rodent CAMP report India,2,,,India,,,,1,,,,,#DIV/0!,,,71.33,#DIV/0!,#DIV/0!,2.5,Madromys,blanfordi,71.33,N
Malpaisomys_insularis,Malpaisomys_insularis,T,Elton Traits,"Nowak, Walker's Mammals of the World fifth edition Volume 2 p. 849",,,,Canary Islands,3,,1,5,,,,,#DIV/0!,,,71.33,,#DIV/0!,NA,Malpaisomys,insularis,71.33,Y
Pithecheirops_otion,Pithecheirops_otion,A,Elton Traits,,,,Only a holoype,,,,,3,,,,,#DIV/0!,,,71.33,#DIV/0!,#DIV/0!,NA,Pithecheirops,otion,71.33,N
Apomys_brownorum,Apomys_brownorum,T,Nearly all were captured on the ground surface (not in trees),"Heany, The Mammals of Luzon Island pg. 144",2,,,Philippines,1,,2,9,,242.5,131,111.5,0.459793814,33.5,21.5,72,0.851145038,0.255725191,NA,Apomys,brownorum,72,Y
Pogonomys_mollipilosus,Pogonomys_mollipilosus,C,"Forages on the ground and in trees. Climbing is facilitated by the very long, thin, prehensile tail which is smooth on the upper surface at the tip and which is curled upward when gripping a twig. an individual can support itself completely by its tail. / Never captured on the gound in Cape Tribulation, Australia, only in understory or canopy.","Strahan, Complete Book of Australian Mammals p. 439 / Rader and Krockenberger 2006 Vertical habitat Australia / Van Dyck and Strahan, The Mammals of Australia 3rd edition, Watts- The Rodents of Australia",1,,"Not on the list and not listed as a synonym for any other species, no result from mammal species of the world website","Australia, New Guinea",3,,1,5,,320,143,177,0.553125,25,16,72,1.237762238,0.174825175,NA,,,72,N
Niviventer_cremoriventer,Niviventer_cremoriventer,C,"Lives on one of Dr. Muul's arboreal study-sites near Kuala Lumpur, where it is found mostly on the ground. Frequently, however, he sees it in the lower parts of trees./ A good climber, active in small trees, lianas and shrubs to at least 5m above ground; also active on ground/ Pads are used to grasp twigs and vines and lamellae provide adhesion/ and arboreal (N.langbianis and N. cremoriventer) / Kinabalu, 6 trapped on ground, 6 in trees.","Lekagul and McNeely, Mammals of Thailand p. 452 / Francis, A Guide to the Mammals of Southeast Asia p. 360 / Musser, Novitates #2525 Species-limits of Rattus cremoriventer and Rattus langbianis p. 6/Musser 1981 p .238 / Wells et al 2004 Arboreal trapping Kinabalu",1,,Syn. Rattus cremoriventer,Thailand/ Asia,,,,2,,328.1,147.5,180.6,0.550441938,24.8,18,72.32,1.22440678,0.168135593,3.7,Niviventer,cremoriventer,73.1,Y
Stochomys_longicaudatus,Stochomys_longicaudatus,C,"Terrestrial or scansorial. A few individuals have been obtained in creepers 2-3 m above the ground. In Dzanga-Sangha, Central African Republic, occured only in lower strata (on ground and understorey at 2 m), and was more abundant in the understorey than on the ground and never captured in the canopy. / activity is mainly terrestrial","Kingdon, Mammals of Africa p. 555 /Nowak, Walker's Mammals of the World fifth edition Volume 2 p. 851",1,,,Africa,,,,8,,356.6,145.1,211.5,0.593101514,29.3,18.7,73.475,1.457615438,0.201929704,2.535,Stochomys,longicaudatus,76,Y
Papagomys_armandvillei,Papagomys_armandvillei,T,The body structure is adapted for life on the ground and refuge in burrows,"Nowak, Walker's Mammals of the World fifth edition Volume 2 p. 780 / Musser 1981 Giant Rat of Flores",2,,,Flores Island in the East Indies,2,,2,4,,773.5,428.5,345,0.446024564,85,31,73.8,0.805134189,0.198366394,NA,Papagomys,armandvillei,73.8,Y
Diomys_crumpi,Diomys_crumpi,T,Terrestrial ,"Nowak, Walker's Mammals of the World fifth edition Volume 2 p. 831 / Francis, A Guide to the Mammals of Southeast Asia p. 365",2,,,India/ Nepal,,,,1,"1,7",,,,#DIV/0!,,,73.85,#DIV/0!,#DIV/0!,NA,Diomys,crumpi,73.85,N
Komodomys_rintjanus,Komodomys_rintjanus,T,"Specimens were trapped on the ground under shrubs, also on the ground in partially wooded riparian areas. Original survey did not trap in the grasses. / Its sandy-colored upper parts, densely haired white feet, moderately large ears, and short, hairy tail suggest that it is a ground dweller in dry scrub or forest. Its cranial and dental specializations may reflect adaptation to dry, or seasonally dry, tropical forest habitat, where the tall scrub and short, partly deciduous trees provide dense cover above sparse undergrowth at ground level. ","Musser 1980 Komodomys / Nowak, Walker's Mammals of the World fifth edition Volume 2 p. 781",2,,,"Islands of Rintja and Padar, between Sumbawa and Flores in the East Indies",2,,2,4,,327.4,175.9,151.5,0.462736714,36.5,20,73.85,0.861284821,0.207504264,NA,Komodomys,rintjanus,73.85,Y
Palawanomys_furvus,Palawanomys_furvus,T,Terrestrial,"Musser and Newcomb, Malaysian murids and the Giant rat of Sumatra p. 336",2,,,Philippines,,,,9,,280.25,145,135.25,0.482604817,33,18.5,73.91,0.932758621,0.227586207,NA,Palawanomys,furvus,73.91,N
Apomys_aurorae,Apomys_aurorae,T,All were captured on the ground surface (not in trees),"Heany, The Mammals of Luzon Island pg. 142",2,,,Philippines,1,,2,9,,278.5,137.5,141,0.506283663,35,19.5,75,1.025454545,0.254545455,NA,Apomys,aurorae,75,Y
Pseudomys_australis,Pseudomys_australis,T,Complex burrow systems dug into the rock-hard gibber or the softer soil built around the bases of the stunted bushes. ,"Strahan, Complete Book of Australian Mammals p. 391 /Nowak, Walker's Mammals of the World fifth edition Volume 2 p. 820 / Van Dyck and Strahan, The Mammals of Australia 3rd edition / Watts Rodents of Australia",2,,,Australia,3,,1,6,,260,140,120,0.461538462,30,25,75,0.857142857,0.214285714,3.05,Pseudomys,australis,65,Y
Rattus_giluwensis,Rattus_giluwensis,T,"shallow tunnels in tussock grass, alpine, terrestrial","Flannery, Mammals of New Guniea p.329",2,,,New Guinea,3,,2,5,,305,170.8,134.2,0.44,30,20,75,0.785714286,0.175644028,NA,Rattus,giluwensis,75,Y
Thallomys_paedulcus,Thallomys_paedulcus,A,Arboreal. Lives more or less continously in trees and is well adapted for arboreal life.,"Kingdon, Mammals of Africa p. 561",1,,,Africa,,,,8,,306.5,140.3,166.2,0.542251224,25.3,20.8,75,1.184604419,0.180327869,3.15,Thallomys,paedulcus,72.3,Y
Nilopegamys_plumbeus,Nilopegamys_plumbeus,SA,"External characters suggest it is semi-aquatic: these include the bulbous muzzle and long vibrissae, the flattened for of the head and high-set eyes, the dense woolly pelage, the stark contrast between dark dorsal pelage and white ventral pelage, and the long broad hindfeet. The broad hindfoot suggests an ability to swim; however, N. plumbeus does not show the adaptations for aquatic life (webs between digits, thick laterally flattened tail) as seen in the otter-shrews (Afrosoricida: Tenrecidae)","Kingdon, Mammals of Africa p. 509",2,,,Africa,,,,8,,328,148,180,0.548780488,40,14.4,76,1.216216216,0.27027027,1.985,Nilopegamys,plumbeus,76,N
Anonymomys_mindorensis,Anonymomys_mindorensis,A,Considered to be arboreal / small arboreal murid,"Nowak, Walker's Mammals of the World fifth edition Volume 2 p. 777 /Musser 1981 p .300",1,,,"Ilong Peak, northeastern Mindoro Island, Philippines",1,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ,NA,9,,331,125,206,0.622356496,,,76.5,1.648,0,NA,Anonymomys,mindorensis,76.5,N
Melomys_cooperae,Melomys_cooperae,T,only captured on the ground in viney forest,Kitchener and Maryanto 1995 Melomys cooperi / IUCN map,2,,,Yamdema Island,3,,1,4,,284.5,131.3,153.2,0.538488576,,17,76.5,1.166793602,0,NA,Melomys,cooperae,76.5,Y
Diplothrix_legata,Diplothrix_legata,A,arboreal habits,"Sugimura 2003 Diplothrix/ Nowak, Walker's Mammals of the World fifth edition Volume 2 p. 778",1,,,Ryukyu Islands south of Japan,,,,7,,560,275,285,0.508928571,,,76.52,1.036363636,0,NA,Diplothrix,legata,76.52,Y
Tarsomys_apoensis,Tarsomys_apoensis,T,"The proportions of tail length to head and body length, its long and slender hind feet, and long face point to terrestrial habits rather than scansorial or arboreal. / All of our specimens were caught in traps set along runways and holes among mossy root tangles. They were active both day and night, in roughly equal proportion","Nowak, Walker's Mammals of the World fifth edition Volume 2 p. 792 / Heaney and Musser, PHILIPPINE RODENTS:DEFINITIONS OF TARSOMYS AND LIMNOMYS PLUS A PRELIMINARY ASSESSMENT OF PHYLOGENETIC PATTERNS AMONG NATIVE PHILIPPINE MURINES (MURINAE, MURIDAE) p. 26 / Heaney et al 2006 Mammals of Mt Kitanglad",1,,,Philippines,1,,3,9,,286.8,145.5,141.3,0.492677824,31.5,20.5,76.7,0.971134021,0.216494845,NA,Tarsomys,apoensis,76.7,Y
Otomys_occidentalis,Otomys_occidentalis,T,"Habitat: Alpine heath and grasslandwith ferns in montane forest clearings, 1900-3000 m ","Kingdon, Mammals of Africa p. 587",2,,,Africa,,,,8,,221,143,78,0.352941177,28,20,77,0.545454546,0.195804196,NA,Otomys,occidentalis,77,Y
Pelomys_campanae,Pelomys_campanae,T,Elton Traits,"Kingdon, Mammals of Africa p. 514",,,,Africa,,,,8,,289,144,145,0.501730104,32,18.3,77,1.006944444,0.222222222,NA,Pelomys,campanae,77,Y
Cremnomys_elvira,Cremnomys_elvira,T,Elton Traits,"Nowak, Walker's Mammals of the World fifth edition Volume 2 p. 829",,,,southern India,,,,1,,345,149,196,0.568115942,,,77.1,1.315436242,0,NA,Cremnomys,elvira,77.1,N
Niviventer_fulvescens,Niviventer_fulvescens,C,"Active both on ground and in trees, frequently climbing large lianas and vines/ predominantly terrestrial/ terrestrial,scansorial","Lekagul and McNeely, Mammals of Thailand p. 457/ Francis, A Guide to the Mammals of Southeast Asia p. 361 / Smith and Xie, A Guide to the Mammals of China p. 268 / Musser et al., Novitate #3517 Description of a new genus and species of rodent from the tower karst region of northeastern Vietnam p.13",1,,Syn. Rattus bukit,Thailand/ China,,,,2,,317.6,142.6,175,0.551007557,29.5,20,77.195,1.227208976,0.20687237,4.41,Niviventer,fulvescens,72.6,Y
Desmomys_harringtoni,Desmomys_harringtoni,C,Semi-arboreal. Nests build in bushes,"Kingdon, Mammals of Africa p. 403",1,,,Africa,,,,8,,264.6,136.3,128.3,0.484882842,27.6,17.4,77.445,0.941305943,0.202494497,NA,Desmomys,harringtoni,64.9,Y
Chiromyscus_chiropus,Chiromyscus_chiropus,A,"Habitat is apparently deciduous forest/ The hindfoot is specialized for climbing; the great toe is opposable, and large digital pads are present. Lives in forests and is probably arboreal/ Arboreal species favoring deciduous forest","Lekagul and McNeely, Mammals of Thailand p. 421 / Nowak, Walker's Mammals of the World fifth edition Volume 2 p. 832 / Smith and Xie, A Guide to the Mammals of China p. 259",1,,,"Thailand/ Burma, Vietnam, Laos",,,,2,,366.8,148,218.8,0.59651036,28,19.5,77.8,1.478378378,0.189189189,NA,Chiromyscus,chiropus,77.8,Y
