loci	withRef_len	noRef_len
ENSMUSG00000023110.phy	3206	3133
ENSMUSG00000023118.phy	6226	2468
ENSMUSG00000023120.phy	227	237
ENSMUSG00000023143.phy	919	939
ENSMUSG00000023147.phy	1586	1202
ENSMUSG00000023150.phy	1595	1601
ENSMUSG00000023151.phy	2200	2190
ENSMUSG00000023153.phy	566	599
ENSMUSG00000023156.phy	504	483
ENSMUSG00000023169.phy	2833	1741
ENSMUSG00000023170.phy	2537	2537
ENSMUSG00000023175.phy	2039	522
ENSMUSG00000023176.phy	207	183
ENSMUSG00000023192.phy	3782	3055
ENSMUSG00000023216.phy	1865	1885
ENSMUSG00000023224.phy	1371	1350
ENSMUSG00000023232.phy	3872	2495
ENSMUSG00000023235.phy	1313	770
ENSMUSG00000023236.phy	411	424
ENSMUSG00000023243.phy	1517	1535
ENSMUSG00000023247.phy	414	1306
ENSMUSG00000023249.phy	2990	3110
ENSMUSG00000023259.phy	2875	3287
ENSMUSG00000023262.phy	2239	1570
ENSMUSG00000023266.phy	1174	1174
ENSMUSG00000023267.phy	3992	2006
ENSMUSG00000023272.phy	1885	3570
ENSMUSG00000023277.phy	385	390
ENSMUSG00000023279.phy	133	128
ENSMUSG00000023286.phy	378	1025
ENSMUSG00000023307.phy	2129	2101
ENSMUSG00000023328.phy	2598	2607
ENSMUSG00000023330.phy	359	361
ENSMUSG00000023333.phy	252	250
ENSMUSG00000023336.phy	581	606
ENSMUSG00000023341.phy	2634	2705
ENSMUSG00000023345.phy	1338	1339
ENSMUSG00000023348.phy	2698	902
ENSMUSG00000023349.phy	583	126
ENSMUSG00000023367.phy	1132	2152
ENSMUSG00000023387.phy	2494	2491
ENSMUSG00000023391.phy	1708	110
ENSMUSG00000023393.phy	4647	1637
ENSMUSG00000023403.phy	11261	2786
ENSMUSG00000023411.phy	5126	5114
ENSMUSG00000023439.phy	760	861
ENSMUSG00000023467.phy	3566	3564
ENSMUSG00000023473.phy	18514	14535
ENSMUSG00000023484.phy	2200	2488
ENSMUSG00000023495.phy	2439	2466
ENSMUSG00000023505.phy	1122	607
ENSMUSG00000023571.phy	2251	2240
ENSMUSG00000023707.phy	411	417
ENSMUSG00000023723.phy	1013	2013
ENSMUSG00000023755.phy	2158	2123
ENSMUSG00000023764.phy	200	203
ENSMUSG00000023781.phy	228	225
ENSMUSG00000023791.phy	280	325
ENSMUSG00000023800.phy	7188	11474
ENSMUSG00000023802.phy	4493	871
ENSMUSG00000023805.phy	4944	5003
ENSMUSG00000023809.phy	6900	2405
ENSMUSG00000023827.phy	1505	841
ENSMUSG00000023828.phy	537	3185
ENSMUSG00000023829.phy	106	101
ENSMUSG00000023830.phy	5881	5939
ENSMUSG00000023852.phy	3500	3671
ENSMUSG00000023861.phy	950	1022
ENSMUSG00000023868.phy	1480	5639
ENSMUSG00000023883.phy	1674	2934
ENSMUSG00000023885.phy	8863	5708
ENSMUSG00000023886.phy	950	961
ENSMUSG00000023902.phy	2972	2984
ENSMUSG00000023905.phy	179	190
ENSMUSG00000023906.phy	1345	1592
ENSMUSG00000023908.phy	1444	1442
ENSMUSG00000023909.phy	551	273
ENSMUSG00000023911.phy	339	336
ENSMUSG00000023912.phy	2767	2728
ENSMUSG00000023913.phy	389	644
ENSMUSG00000023914.phy	1945	1951
ENSMUSG00000023915.phy	2334	2291
ENSMUSG00000023918.phy	1159	1157
ENSMUSG00000023921.phy	5100	5099
ENSMUSG00000023923.phy	4451	4382
ENSMUSG00000023926.phy	2243	2258
ENSMUSG00000023927.phy	2280	2682
ENSMUSG00000023931.phy	5244	1584
ENSMUSG00000023938.phy	4926	1533
ENSMUSG00000023939.phy	350	843
ENSMUSG00000023942.phy	300	1069
ENSMUSG00000023944.phy	2148	2080
ENSMUSG00000023945.phy	2520	2467
ENSMUSG00000023947.phy	1484	1815
ENSMUSG00000023949.phy	1996	1999
ENSMUSG00000023951.phy	3550	3519
ENSMUSG00000023952.phy	1230	1238
ENSMUSG00000023953.phy	3165	2557
ENSMUSG00000023959.phy	293	300
ENSMUSG00000023960.phy	1249	1283
ENSMUSG00000023961.phy	826	819
ENSMUSG00000023963.phy	802	1809
ENSMUSG00000023964.phy	3309	3329
ENSMUSG00000023966.phy	906	890
ENSMUSG00000023967.phy	1484	1476
ENSMUSG00000023968.phy	1907	1887
ENSMUSG00000023973.phy	1996	2020
ENSMUSG00000023977.phy	2151	2268
ENSMUSG00000023980.phy	684	666
ENSMUSG00000023982.phy	551	585
ENSMUSG00000023987.phy	2318	2330
ENSMUSG00000023988.phy	337	345
ENSMUSG00000023990.phy	1313	1307
ENSMUSG00000023991.phy	541	2841
ENSMUSG00000023994.phy	1691	1690
ENSMUSG00000023995.phy	815	1250
ENSMUSG00000023999.phy	3564	3630
ENSMUSG00000024006.phy	1032	2616
ENSMUSG00000024007.phy	487	533
ENSMUSG00000024008.phy	3591	3827
ENSMUSG00000024011.phy	1339	2557
ENSMUSG00000024012.phy	4356	385
ENSMUSG00000024013.phy	883	879
ENSMUSG00000024014.phy	885	1160
ENSMUSG00000024018.phy	602	327
ENSMUSG00000024026.phy	505	504
ENSMUSG00000024027.phy	664	681
ENSMUSG00000024028.phy	265	272
ENSMUSG00000024029.phy	630	632
ENSMUSG00000024030.phy	5541	1772
ENSMUSG00000024034.phy	2941	2963
ENSMUSG00000024036.phy	3362	3740
ENSMUSG00000024037.phy	281	283
ENSMUSG00000024039.phy	584	613
ENSMUSG00000024041.phy	399	409
ENSMUSG00000024042.phy	2508	1999
ENSMUSG00000024043.phy	897	943
ENSMUSG00000024045.phy	860	867
ENSMUSG00000024048.phy	279	291
ENSMUSG00000024049.phy	1784	1549
ENSMUSG00000024050.phy	4363	4432
ENSMUSG00000024052.phy	3224	7771
ENSMUSG00000024053.phy	4346	4334
ENSMUSG00000024054.phy	14164	16899
ENSMUSG00000024055.phy	2469	2484
ENSMUSG00000024056.phy	4950	1185
ENSMUSG00000024063.phy	1110	900
ENSMUSG00000024064.phy	2437	2442
ENSMUSG00000024065.phy	409	401
ENSMUSG00000024066.phy	1796	4631
ENSMUSG00000024067.phy	186	170
ENSMUSG00000024068.phy	6024	5963
ENSMUSG00000024069.phy	3405	2503
ENSMUSG00000024070.phy	7695	7650
ENSMUSG00000024072.phy	303	1679
ENSMUSG00000024073.phy	21338	27208
ENSMUSG00000024074.phy	7596	7570
ENSMUSG00000024076.phy	3457	1808
ENSMUSG00000024077.phy	4883	4943
ENSMUSG00000024078.phy	4190	4030
ENSMUSG00000024081.phy	3068	3031
ENSMUSG00000024082.phy	3456	3153
ENSMUSG00000024083.phy	4121	4166
ENSMUSG00000024084.phy	1809	1808
ENSMUSG00000024085.phy	2551	5125
ENSMUSG00000024087.phy	604	607
ENSMUSG00000024091.phy	906	929
ENSMUSG00000024095.phy	1957	1977
ENSMUSG00000024097.phy	2778	2860
ENSMUSG00000024099.phy	1105	4072
ENSMUSG00000024101.phy	2388	2357
ENSMUSG00000024104.phy	10618	7700
ENSMUSG00000024107.phy	470	520
ENSMUSG00000024112.phy	10909	12486
ENSMUSG00000024114.phy	1615	1634
ENSMUSG00000024116.phy	2510	2497
ENSMUSG00000024118.phy	1523	1662
ENSMUSG00000024122.phy	5051	5101
ENSMUSG00000024124.phy	257	1022
ENSMUSG00000024127.phy	5041	4975
ENSMUSG00000024130.phy	12233	12364
ENSMUSG00000024131.phy	687	685
ENSMUSG00000024132.phy	387	626
ENSMUSG00000024135.phy	6246	9298
ENSMUSG00000024136.phy	1401	1896
ENSMUSG00000024137.phy	2308	2549
ENSMUSG00000024140.phy	4351	4307
ENSMUSG00000024142.phy	1766	1749
ENSMUSG00000024143.phy	549	566
ENSMUSG00000024146.phy	933	877
ENSMUSG00000024150.phy	149	149
ENSMUSG00000024151.phy	5050	1195
ENSMUSG00000024154.phy	1237	1233
ENSMUSG00000024155.phy	2442	2488
ENSMUSG00000024158.phy	1180	1199
ENSMUSG00000024163.phy	2336	2306
ENSMUSG00000024164.phy	4718	7555
ENSMUSG00000024165.phy	358	360
ENSMUSG00000024168.phy	294	559
ENSMUSG00000024169.phy	9139	9005
ENSMUSG00000024170.phy	1509	1417
ENSMUSG00000024172.phy	679	1522
ENSMUSG00000024173.phy	940	1048
ENSMUSG00000024174.phy	4174	1429
ENSMUSG00000024175.phy	2169	2122
ENSMUSG00000024176.phy	293	296
ENSMUSG00000024180.phy	3301	2284
ENSMUSG00000024181.phy	2336	1901
ENSMUSG00000024188.phy	3635	3601
ENSMUSG00000024190.phy	1870	1846
ENSMUSG00000024191.phy	560	434
ENSMUSG00000024194.phy	934	1530
ENSMUSG00000024197.phy	352	356
ENSMUSG00000024201.phy	2533	2561
ENSMUSG00000024206.phy	4342	4201
ENSMUSG00000024207.phy	1149	1139
ENSMUSG00000024209.phy	716	713
ENSMUSG00000024210.phy	1378	1389
ENSMUSG00000024211.phy	6871	6911
ENSMUSG00000024212.phy	3184	3208
ENSMUSG00000024213.phy	389	382
ENSMUSG00000024215.phy	682	1914
ENSMUSG00000024218.phy	819	519
ENSMUSG00000024219.phy	362	367
ENSMUSG00000024220.phy	2349	2685
ENSMUSG00000024222.phy	1847	1905
ENSMUSG00000024223.phy	1925	1948
ENSMUSG00000024224.phy	281	266
ENSMUSG00000024225.phy	465	488
ENSMUSG00000024227.phy	1969	1998
ENSMUSG00000024228.phy	1356	1344
ENSMUSG00000024231.phy	8289	8353
ENSMUSG00000024232.phy	690	766
ENSMUSG00000024233.phy	1410	544
ENSMUSG00000024236.phy	13709	13770
ENSMUSG00000024238.phy	2512	5412
ENSMUSG00000024240.phy	2722	2760
ENSMUSG00000024241.phy	9866	5107
ENSMUSG00000024242.phy	8961	1966
ENSMUSG00000024245.phy	673	680
ENSMUSG00000024251.phy	5567	12702
ENSMUSG00000024253.phy	1180	1633
ENSMUSG00000024254.phy	2964	2970
ENSMUSG00000024256.phy	619	618
ENSMUSG00000024258.phy	922	935
ENSMUSG00000024259.phy	2721	3068
ENSMUSG00000024260.phy	6405	6475
ENSMUSG00000024261.phy	1297	1300
ENSMUSG00000024266.phy	2158	2059
ENSMUSG00000024269.phy	318	307
ENSMUSG00000024270.phy	1897	4167
ENSMUSG00000024271.phy	4475	4578
ENSMUSG00000024273.phy	349	349
ENSMUSG00000024276.phy	761	777
ENSMUSG00000024283.phy	1531	1524
ENSMUSG00000024286.phy	3304	3287
ENSMUSG00000024290.phy	7230	7237
ENSMUSG00000024292.phy	2467	1713
ENSMUSG00000024293.phy	5230	5332
ENSMUSG00000024294.phy	8498	8382
ENSMUSG00000024298.phy	2089	2080
ENSMUSG00000024299.phy	9085	9041
ENSMUSG00000024300.phy	5020	9604
ENSMUSG00000024302.phy	8933	8846
ENSMUSG00000024304.phy	2865	5764
ENSMUSG00000024309.phy	807	191
ENSMUSG00000024312.phy	2315	2361
ENSMUSG00000024313.phy	4995	5430
ENSMUSG00000024319.phy	2179	5750
ENSMUSG00000024325.phy	1041	1459
ENSMUSG00000024327.phy	2325	1114
ENSMUSG00000024330.phy	18004	17721
ENSMUSG00000024331.phy	4074	142
ENSMUSG00000024334.phy	1062	1083
ENSMUSG00000024335.phy	5683	5649
ENSMUSG00000024338.phy	661	685
ENSMUSG00000024340.phy	2658	740
ENSMUSG00000024346.phy	250	247
ENSMUSG00000024347.phy	2445	2464
ENSMUSG00000024349.phy	2647	2434
ENSMUSG00000024350.phy	1288	1635
ENSMUSG00000024352.phy	1777	184
ENSMUSG00000024353.phy	804	802
ENSMUSG00000024354.phy	3991	3989
ENSMUSG00000024357.phy	606	1382
ENSMUSG00000024359.phy	1456	1427
ENSMUSG00000024360.phy	627	3260
ENSMUSG00000024365.phy	2605	2413
ENSMUSG00000024366.phy	1506	2361
ENSMUSG00000024369.phy	2486	2498
ENSMUSG00000024370.phy	2898	2890
ENSMUSG00000024371.phy	3534	2708
ENSMUSG00000024378.phy	705	711
ENSMUSG00000024381.phy	6911	6917
ENSMUSG00000024382.phy	4001	4053
ENSMUSG00000024383.phy	700	703
ENSMUSG00000024384.phy	5037	6101
ENSMUSG00000024388.phy	9703	9766
ENSMUSG00000024391.phy	793	1052
ENSMUSG00000024392.phy	3686	3476
ENSMUSG00000024393.phy	8801	8875
ENSMUSG00000024395.phy	3354	2266
ENSMUSG00000024397.phy	1109	1094
ENSMUSG00000024400.phy	6568	6593
ENSMUSG00000024402.phy	1161	847
ENSMUSG00000024403.phy	196	200
ENSMUSG00000024404.phy	2826	2869
ENSMUSG00000024406.phy	670	682
ENSMUSG00000024410.phy	889	5399
ENSMUSG00000024411.phy	2313	2298
ENSMUSG00000024413.phy	2432	2451
ENSMUSG00000024414.phy	576	1172
ENSMUSG00000024420.phy	1064	1063
ENSMUSG00000024422.phy	5447	4205
ENSMUSG00000024423.phy	568	1605
ENSMUSG00000024424.phy	1724	1752
ENSMUSG00000024425.phy	755	756
ENSMUSG00000024426.phy	5068	5068
ENSMUSG00000024429.phy	3364	3381
ENSMUSG00000024436.phy	167	202
ENSMUSG00000024440.phy	3324	3556
ENSMUSG00000024442.phy	1060	1029
ENSMUSG00000024446.phy	390	389
ENSMUSG00000024451.phy	11512	11497
ENSMUSG00000024454.phy	2220	2312
ENSMUSG00000024456.phy	1464	2389
ENSMUSG00000024457.phy	573	576
ENSMUSG00000024462.phy	5846	5862
ENSMUSG00000024477.phy	622	613
ENSMUSG00000024485.phy	3890	3885
ENSMUSG00000024486.phy	500	536
ENSMUSG00000024491.phy	4534	4622
ENSMUSG00000024493.phy	7276	5048
ENSMUSG00000024498.phy	8013	3020
ENSMUSG00000024500.phy	1331	5231
ENSMUSG00000024501.phy	2342	2356
ENSMUSG00000024505.phy	1964	897
ENSMUSG00000024507.phy	5755	5795
ENSMUSG00000024511.phy	450	2213
ENSMUSG00000024513.phy	2490	2594
ENSMUSG00000024515.phy	4252	4266
ENSMUSG00000024516.phy	2000	711
ENSMUSG00000024517.phy	305	321
ENSMUSG00000024518.phy	628	635
ENSMUSG00000024521.phy	328	355
ENSMUSG00000024524.phy	5376	5257
ENSMUSG00000024525.phy	418	405
ENSMUSG00000024527.phy	6509	6432
ENSMUSG00000024528.phy	333	337
ENSMUSG00000024529.phy	1908	2623
ENSMUSG00000024530.phy	561	551
ENSMUSG00000024533.phy	494	432
ENSMUSG00000024534.phy	5161	3653
ENSMUSG00000024535.phy	966	2948
ENSMUSG00000024537.phy	403	877
ENSMUSG00000024538.phy	231	231
ENSMUSG00000024539.phy	830	1213
ENSMUSG00000024544.phy	2499	2352
ENSMUSG00000024553.phy	704	704
ENSMUSG00000024556.phy	5058	5044
ENSMUSG00000024558.phy	2074	2113
ENSMUSG00000024560.phy	4124	4264
ENSMUSG00000024563.phy	2659	1471
ENSMUSG00000024565.phy	2603	3135
ENSMUSG00000024566.phy	10062	10071
ENSMUSG00000024570.phy	514	498
ENSMUSG00000024575.phy	9216	9158
ENSMUSG00000024576.phy	497	458
ENSMUSG00000024578.phy	1245	865
ENSMUSG00000024579.phy	2888	2129
ENSMUSG00000024580.phy	387	748
ENSMUSG00000024581.phy	2488	3488
ENSMUSG00000024583.phy	204	2112
ENSMUSG00000024587.phy	5279	923
ENSMUSG00000024588.phy	871	841
ENSMUSG00000024589.phy	8278	10572
ENSMUSG00000024590.phy	4544	4506
ENSMUSG00000024592.phy	511	505
ENSMUSG00000024593.phy	10522	10453
ENSMUSG00000024594.phy	3203	3211
ENSMUSG00000024597.phy	9153	12218
ENSMUSG00000024598.phy	20361	4673
ENSMUSG00000024600.phy	1631	1565
ENSMUSG00000024603.phy	918	951
ENSMUSG00000024604.phy	1408	3523
ENSMUSG00000024608.phy	378	341
ENSMUSG00000024610.phy	1859	1839
ENSMUSG00000024614.phy	4576	4533
ENSMUSG00000024617.phy	1151	1142
ENSMUSG00000024619.phy	380	373
ENSMUSG00000024620.phy	10698	10544
ENSMUSG00000024621.phy	3908	2463
ENSMUSG00000024639.phy	926	952
ENSMUSG00000024640.phy	520	533
ENSMUSG00000024642.phy	1852	1860
ENSMUSG00000024644.phy	462	464
ENSMUSG00000024645.phy	546	1422
ENSMUSG00000024646.phy	764	564
ENSMUSG00000024647.phy	1054	1022
ENSMUSG00000024650.phy	542	539
ENSMUSG00000024653.phy	832	266
ENSMUSG00000024654.phy	577	2834
ENSMUSG00000024659.phy	2969	1992
ENSMUSG00000024660.phy	2666	5468
ENSMUSG00000024661.phy	324	1085
ENSMUSG00000024663.phy	4247	4265
ENSMUSG00000024664.phy	339	3867
ENSMUSG00000024665.phy	1253	3787
ENSMUSG00000024666.phy	1305	1233
ENSMUSG00000024667.phy	2325	460
ENSMUSG00000024668.phy	402	394
ENSMUSG00000024673.phy	739	1675
ENSMUSG00000024681.phy	378	383
ENSMUSG00000024682.phy	1313	1341
ENSMUSG00000024683.phy	469	455
ENSMUSG00000024687.phy	5575	5801
ENSMUSG00000024691.phy	2018	951
ENSMUSG00000024694.phy	452	181
ENSMUSG00000024696.phy	4387	4373
ENSMUSG00000024697.phy	1162	1138
ENSMUSG00000024712.phy	124	141
ENSMUSG00000024725.phy	1470	1468
ENSMUSG00000024726.phy	798	3150
ENSMUSG00000024727.phy	11404	9940
ENSMUSG00000024734.phy	3697	3502
ENSMUSG00000024735.phy	4256	2424
ENSMUSG00000024736.phy	4744	4742
ENSMUSG00000024737.phy	806	832
ENSMUSG00000024740.phy	7043	7074
ENSMUSG00000024742.phy	1993	1672
ENSMUSG00000024743.phy	642	637
ENSMUSG00000024747.phy	119	438
ENSMUSG00000024750.phy	2205	2204
ENSMUSG00000024754.phy	4899	4769
ENSMUSG00000024758.phy	4716	4396
ENSMUSG00000024759.phy	2561	2368
ENSMUSG00000024764.phy	1042	985
ENSMUSG00000024767.phy	934	2352
ENSMUSG00000024768.phy	550	1721
ENSMUSG00000024769.phy	12062	12033
ENSMUSG00000024770.phy	1077	3540
ENSMUSG00000024771.phy	806	793
ENSMUSG00000024772.phy	2136	2218
ENSMUSG00000024773.phy	10617	12103
ENSMUSG00000024774.phy	689	648
ENSMUSG00000024776.phy	4619	4557
ENSMUSG00000024777.phy	2048	2356
ENSMUSG00000024780.phy	491	489
ENSMUSG00000024781.phy	1722	1008
ENSMUSG00000024782.phy	447	1966
ENSMUSG00000024784.phy	1114	1114
ENSMUSG00000024786.phy	459	1294
ENSMUSG00000024787.phy	889	2468
ENSMUSG00000024789.phy	4016	4051
ENSMUSG00000024790.phy	1442	1453
ENSMUSG00000024792.phy	3011	2981
ENSMUSG00000024793.phy	1045	1050
ENSMUSG00000024795.phy	2200	2235
ENSMUSG00000024797.phy	720	768
ENSMUSG00000024798.phy	411	411
ENSMUSG00000024799.phy	3248	3252
ENSMUSG00000024800.phy	2595	3403
ENSMUSG00000024803.phy	2137	2096
ENSMUSG00000024805.phy	285	1487
ENSMUSG00000024806.phy	385	378
ENSMUSG00000024807.phy	3062	4557
ENSMUSG00000024810.phy	1422	1425
ENSMUSG00000024812.phy	5336	5375
ENSMUSG00000024816.phy	1409	1383
ENSMUSG00000024817.phy	3972	4024
ENSMUSG00000024818.phy	2317	1228
ENSMUSG00000024824.phy	3513	3520
ENSMUSG00000024826.phy	5284	4807
ENSMUSG00000024827.phy	1449	1384
ENSMUSG00000024829.phy	1420	1408
ENSMUSG00000024830.phy	4080	2892
ENSMUSG00000024831.phy	2998	3041
ENSMUSG00000024833.phy	964	989
ENSMUSG00000024835.phy	3417	2978
ENSMUSG00000024837.phy	1613	1543
ENSMUSG00000024841.phy	890	833
ENSMUSG00000024842.phy	891	1898
ENSMUSG00000024843.phy	5327	4974
ENSMUSG00000024845.phy	920	1689
ENSMUSG00000024846.phy	1162	988
ENSMUSG00000024847.phy	2639	1658
ENSMUSG00000024851.phy	6526	6553
ENSMUSG00000024853.phy	6330	6298
ENSMUSG00000024855.phy	7989	7998
ENSMUSG00000024856.phy	551	545
ENSMUSG00000024858.phy	3788	3815
ENSMUSG00000024862.phy	2283	5111
ENSMUSG00000024866.phy	138	1575
ENSMUSG00000024867.phy	2583	4989
ENSMUSG00000024870.phy	1575	1552
ENSMUSG00000024871.phy	1124	3053
ENSMUSG00000024875.phy	2218	2410
ENSMUSG00000024878.phy	6558	5031
ENSMUSG00000024885.phy	3679	3709
ENSMUSG00000024887.phy	6487	6337
ENSMUSG00000024889.phy	2926	2592
ENSMUSG00000024892.phy	6483	6493
ENSMUSG00000024897.phy	3927	3964
ENSMUSG00000024899.phy	1357	2683
ENSMUSG00000024900.phy	1688	1694
ENSMUSG00000024901.phy	2395	2357
ENSMUSG00000024902.phy	1026	1050
ENSMUSG00000024903.phy	2881	3062
ENSMUSG00000024906.phy	3392	3422
ENSMUSG00000024907.phy	1399	692
ENSMUSG00000024908.phy	5743	5777
ENSMUSG00000024909.phy	2052	2048
ENSMUSG00000024910.phy	270	269
ENSMUSG00000024911.phy	844	993
ENSMUSG00000024912.phy	1629	496
ENSMUSG00000024913.phy	6934	6939
ENSMUSG00000024914.phy	1502	1468
ENSMUSG00000024921.phy	6031	7808
ENSMUSG00000024922.phy	656	930
ENSMUSG00000024924.phy	5115	6274
ENSMUSG00000024925.phy	957	1401
ENSMUSG00000024926.phy	1827	1837
ENSMUSG00000024927.phy	3033	2997
ENSMUSG00000024935.phy	411	2921
ENSMUSG00000024936.phy	1092	1224
ENSMUSG00000024937.phy	4737	4749
ENSMUSG00000024940.phy	5313	7222
ENSMUSG00000024941.phy	5708	2803
ENSMUSG00000024942.phy	6100	4411
ENSMUSG00000024944.phy	429	422
ENSMUSG00000024947.phy	739	739
ENSMUSG00000024948.phy	4691	6053
ENSMUSG00000024949.phy	3199	5048
ENSMUSG00000024952.phy	4512	4075
ENSMUSG00000024953.phy	1691	1652
ENSMUSG00000024955.phy	1277	1251
ENSMUSG00000024957.phy	1751	404
ENSMUSG00000024958.phy	1245	1232
ENSMUSG00000024959.phy	2043	2073
ENSMUSG00000024960.phy	4276	4347
ENSMUSG00000024963.phy	1392	1565
ENSMUSG00000024965.phy	2122	3562
ENSMUSG00000024966.phy	1479	1680
ENSMUSG00000024969.phy	2670	2103
ENSMUSG00000024970.phy	1358	1423
ENSMUSG00000024972.phy	861	2633
ENSMUSG00000024974.phy	5423	5481
ENSMUSG00000024975.phy	672	674
ENSMUSG00000024976.phy	1617	1607
ENSMUSG00000024978.phy	1226	1339
ENSMUSG00000024979.phy	902	1643
ENSMUSG00000024981.phy	4893	4782
ENSMUSG00000024982.phy	206	203
ENSMUSG00000024983.phy	2645	1086
ENSMUSG00000024987.phy	1802	2045
ENSMUSG00000024989.phy	2109	2139
ENSMUSG00000024990.phy	1264	1446
ENSMUSG00000024991.phy	1796	1723
ENSMUSG00000024992.phy	1574	5964
ENSMUSG00000024993.phy	3557	3530
ENSMUSG00000024997.phy	607	530
ENSMUSG00000024998.phy	15503	5734
ENSMUSG00000024999.phy	1201	1283
ENSMUSG00000025013.phy	10098	10187
ENSMUSG00000025014.phy	490	471
ENSMUSG00000025016.phy	3788	3771
ENSMUSG00000025017.phy	3238	3242
ENSMUSG00000025020.phy	7025	6829
ENSMUSG00000025024.phy	161	160
ENSMUSG00000025026.phy	3810	3238
ENSMUSG00000025027.phy	2666	3047
ENSMUSG00000025034.phy	2446	2417
ENSMUSG00000025035.phy	399	398
ENSMUSG00000025037.phy	476	478
ENSMUSG00000025038.phy	2891	2917
ENSMUSG00000025040.phy	329	331
ENSMUSG00000025041.phy	6222	4055
ENSMUSG00000025043.phy	700	700
ENSMUSG00000025047.phy	9992	10102
ENSMUSG00000025049.phy	1677	1696
ENSMUSG00000025050.phy	289	304
ENSMUSG00000025051.phy	260	263
ENSMUSG00000025056.phy	1351	1317
ENSMUSG00000025058.phy	1953	2007
ENSMUSG00000025059.phy	963	1095
ENSMUSG00000025060.phy	959	6857
ENSMUSG00000025064.phy	1324	1344
ENSMUSG00000025068.phy	386	304
ENSMUSG00000025075.phy	1396	3226
ENSMUSG00000025076.phy	614	522
ENSMUSG00000025077.phy	4262	4185
ENSMUSG00000025078.phy	4073	4244
ENSMUSG00000025081.phy	995	8598
ENSMUSG00000025082.phy	2738	2741
ENSMUSG00000025083.phy	890	6933
ENSMUSG00000025086.phy	1024	1428
ENSMUSG00000025090.phy	573	589
ENSMUSG00000025091.phy	1554	1141
ENSMUSG00000025092.phy	1512	2629
ENSMUSG00000025094.phy	1488	4596
ENSMUSG00000025102.phy	1143	1131
ENSMUSG00000025103.phy	847	836
ENSMUSG00000025104.phy	2727	2713
ENSMUSG00000025105.phy	2655	3384
ENSMUSG00000025127.phy	3115	3711
ENSMUSG00000025128.phy	1421	1419
ENSMUSG00000025129.phy	1275	1241
ENSMUSG00000025130.phy	784	1499
ENSMUSG00000025132.phy	2109	1868
ENSMUSG00000025133.phy	7586	6402
ENSMUSG00000025135.phy	558	608
ENSMUSG00000025137.phy	4406	5023
ENSMUSG00000025138.phy	4768	4721
ENSMUSG00000025139.phy	2396	2354
ENSMUSG00000025140.phy	1907	1405
ENSMUSG00000025145.phy	3869	3909
ENSMUSG00000025147.phy	829	851
ENSMUSG00000025150.phy	1078	1477
ENSMUSG00000025151.phy	1865	4884
ENSMUSG00000025153.phy	11335	11267
ENSMUSG00000025154.phy	2064	2498
ENSMUSG00000025155.phy	703	3905
ENSMUSG00000025156.phy	581	686
ENSMUSG00000025157.phy	2670	887
ENSMUSG00000025159.phy	6330	3726
ENSMUSG00000025161.phy	1997	272
ENSMUSG00000025162.phy	4658	4979
ENSMUSG00000025163.phy	330	338
ENSMUSG00000025169.phy	283	259
ENSMUSG00000025170.phy	141	159
ENSMUSG00000025171.phy	545	545
ENSMUSG00000025172.phy	1832	1866
ENSMUSG00000025173.phy	4070	2551
ENSMUSG00000025176.phy	440	439
ENSMUSG00000025178.phy	3841	3892
ENSMUSG00000025184.phy	1346	1443
ENSMUSG00000025185.phy	4325	4366
ENSMUSG00000025188.phy	647	2651
ENSMUSG00000025190.phy	3708	3649
ENSMUSG00000025193.phy	242	247
ENSMUSG00000025194.phy	3082	2961
ENSMUSG00000025195.phy	3840	3888
ENSMUSG00000025196.phy	3589	965
ENSMUSG00000025197.phy	948	2207
ENSMUSG00000025198.phy	4323	3444
ENSMUSG00000025199.phy	4113	4065
ENSMUSG00000025200.phy	612	1720
ENSMUSG00000025202.phy	420	496
ENSMUSG00000025203.phy	302	307
ENSMUSG00000025204.phy	1001	1104
ENSMUSG00000025207.phy	5421	5446
ENSMUSG00000025208.phy	398	219
ENSMUSG00000025209.phy	355	354
ENSMUSG00000025212.phy	648	643
ENSMUSG00000025213.phy	390	379
ENSMUSG00000025215.phy	600	626
ENSMUSG00000025217.phy	3688	3621
ENSMUSG00000025218.phy	1276	1264
ENSMUSG00000025220.phy	1650	1647
ENSMUSG00000025223.phy	3699	3698
ENSMUSG00000025224.phy	14116	14184
ENSMUSG00000025225.phy	5560	5032
ENSMUSG00000025226.phy	451	426
ENSMUSG00000025227.phy	1249	1293
ENSMUSG00000025228.phy	533	533
ENSMUSG00000025229.phy	841	871
ENSMUSG00000025231.phy	1026	1025
ENSMUSG00000025232.phy	664	670
ENSMUSG00000025234.phy	2803	2807
ENSMUSG00000025235.phy	1219	1225
ENSMUSG00000025236.phy	3142	3182
ENSMUSG00000025237.phy	8115	8166
ENSMUSG00000025239.phy	2064	2008
ENSMUSG00000025240.phy	3749	3232
ENSMUSG00000025241.phy	3866	3890
ENSMUSG00000025245.phy	653	648
ENSMUSG00000025246.phy	6645	4313
ENSMUSG00000025255.phy	11857	11882
ENSMUSG00000025257.phy	737	1996
ENSMUSG00000025260.phy	1429	1263
ENSMUSG00000025261.phy	6818	7093
ENSMUSG00000025266.phy	642	650
ENSMUSG00000025268.phy	3941	1721
ENSMUSG00000025269.phy	362	395
ENSMUSG00000025270.phy	491	489
ENSMUSG00000025271.phy	5793	4262
